,0
0,0.0014669961528852582
1,0.24061192572116852
2,0.8733152747154236
3,0.6123797297477722
4,0.8569002747535706
5,0.5432599186897278
6,0.9766085147857666
7,0.31222596764564514
8,0.8951447010040283
9,0.28627288341522217
10,0.6869460940361023
11,0.8461786508560181
12,0.9295839071273804
13,0.8274424076080322
14,0.8470147848129272
15,0.02893839217722416
16,0.9034237861633301
17,0.3231845200061798
18,0.6664602160453796
19,0.048480600118637085
20,0.12025116384029388
21,0.10253839939832687
22,0.01070479117333889
23,0.6479019522666931
24,0.07710979133844376
25,0.9384385347366333
26,0.8276835680007935
27,0.884490430355072
28,0.9530414342880249
29,0.16185589134693146
30,0.11917173862457275
31,0.8874368667602539
32,0.007712685037404299
33,0.9387467503547668
34,0.13860616087913513
35,0.325757771730423
36,0.48134973645210266
37,0.019524870440363884
38,0.7837072610855103
39,0.09191785752773285
40,0.9174962639808655
41,0.8233888149261475
42,0.796399712562561
43,0.0009884913451969624
44,0.534121036529541
45,0.739982008934021
46,0.13516917824745178
47,0.9725397825241089
48,0.029688552021980286
49,0.9428320527076721
50,0.9535892009735107
51,0.2140943557024002
52,0.5481724143028259
53,0.8541897535324097
54,0.8997796773910522
55,0.21003498136997223
56,0.9222375154495239
57,0.9195482134819031
58,0.00948091596364975
59,0.8997001647949219
60,0.00041371994302608073
61,0.08401335030794144
62,0.4726918637752533
63,0.14239338040351868
64,0.006162126082926989
65,0.8375703692436218
66,0.9429468512535095
67,0.39521071314811707
68,0.26952627301216125
69,0.8845598101615906
70,0.9486492276191711
71,0.7866492867469788
72,0.48309242725372314
73,0.8549047708511353
74,0.8790026307106018
75,0.9497559070587158
76,0.21654970943927765
77,0.03335268795490265
78,0.031069772318005562
79,0.9185130596160889
80,0.7668941617012024
81,0.5593091249465942
82,0.02606387995183468
83,0.5592452883720398
84,0.0003501352039165795
85,0.14597328007221222
86,0.3175432085990906
87,0.051063694059848785
88,0.7892551422119141
89,0.7963349223136902
90,0.9451432824134827
91,0.9504032731056213
92,0.8979458808898926
93,0.008859309367835522
94,0.15590643882751465
95,0.021401723846793175
96,0.03493616357445717
97,0.9375083446502686
98,0.0400523841381073
99,0.9766754508018494
100,0.8896136283874512
101,0.35852688550949097
102,0.18758030235767365
103,0.2841014862060547
104,0.7057743668556213
105,0.9234853982925415
106,0.7523308396339417
107,0.09048379212617874
108,0.36214104294776917
109,0.29167184233665466
110,0.9088273048400879
111,0.5677219033241272
112,0.8847643136978149
113,0.06369778513908386
114,0.9015982151031494
115,0.9323129653930664
116,0.09413573145866394
117,0.5837252140045166
118,0.9319831728935242
119,0.004522447008639574
120,0.23659828305244446
121,0.02168242819607258
122,0.7518796324729919
123,0.05140185356140137
124,0.8425263166427612
125,0.19439387321472168
126,0.055929750204086304
127,0.008408968336880207
128,0.090120829641819
129,0.1698177009820938
130,0.8102899789810181
131,0.9040963053703308
132,0.3338237404823303
133,0.9524298906326294
134,0.005592268891632557
135,0.02352949231863022
136,0.2118508517742157
137,0.13931217789649963
138,0.03632447123527527
139,0.015184526331722736
140,0.8720794320106506
141,0.26072418689727783
142,0.8912645578384399
143,0.9256231784820557
144,0.0017811243887990713
145,0.045347265899181366
146,0.41011524200439453
147,0.9171733856201172
148,0.19176606833934784
149,0.15709476172924042
150,0.0052465032786130905
151,0.912402868270874
152,0.4151005446910858
153,0.8250411748886108
154,0.273306667804718
155,0.12997980415821075
156,0.038532156497240067
157,0.021503780037164688
158,0.8052726984024048
159,0.06330402940511703
160,0.80518639087677
161,0.8027861714363098
162,0.02380537800490856
163,0.3122005760669708
164,0.5890371203422546
165,0.003203669097274542
166,0.005357929039746523
167,0.947008490562439
168,0.5882770419120789
169,0.05658770725131035
170,0.007770808879286051
171,0.18225227296352386
172,0.8948191404342651
173,0.8108774423599243
174,0.5196378827095032
175,0.243448406457901
176,0.06705570220947266
177,0.33557239174842834
178,0.8599526882171631
179,0.9455103874206543
180,0.8859590888023376
181,0.7301517128944397
182,0.9736685156822205
183,0.9251209497451782
184,0.7983303070068359
185,0.019683837890625
186,0.023541852831840515
187,0.9718326926231384
188,0.8415291905403137
189,0.009624230675399303
190,0.09317623823881149
191,0.937117874622345
192,0.9043245911598206
193,0.8497146368026733
194,0.22563733160495758
195,0.8880735039710999
196,0.020295916125178337
197,0.8903197646141052
198,0.009527226909995079
199,0.0055488962680101395
200,0.8627116084098816
201,0.6769866347312927
202,0.00018856771930586547
203,0.2422543168067932
204,0.9357858300209045
205,0.22509373724460602
206,0.7889214158058167
207,0.0048513635993003845
208,0.8272251486778259
209,0.23218536376953125
210,0.28698182106018066
211,0.3611976206302643
212,0.10221729427576065
213,0.32066044211387634
214,0.010687584988772869
215,0.3773398995399475
216,0.5715326070785522
217,0.017382144927978516
218,0.38057002425193787
219,0.771132230758667
220,0.22795864939689636
221,0.03953837975859642
222,0.39368435740470886
223,0.9771413207054138
224,0.833881139755249
225,0.31134507060050964
226,0.8850746154785156
227,0.6353458166122437
228,0.9455159306526184
229,0.9201889634132385
230,0.9548375606536865
231,0.16724814474582672
232,0.9023514986038208
233,0.0017702484037727118
234,0.3766990602016449
235,0.7476001977920532
236,0.889535665512085
237,0.024972420185804367
238,0.005994934588670731
239,0.7347542643547058
240,0.24956460297107697
241,0.009216643869876862
242,0.5709208846092224
243,0.0014852441381663084
244,0.8339796662330627
245,0.10022986680269241
246,0.016140412539243698
247,0.17684245109558105
248,0.07709606736898422
249,0.0252254456281662
250,0.002328672679141164
251,0.738043487071991
252,0.04594023525714874
253,0.301518976688385
254,0.012304767034947872
255,0.23770460486412048
256,0.17700913548469543
257,0.7881292104721069
258,0.6934837102890015
259,0.9049720168113708
260,0.003454281948506832
261,0.8015804886817932
262,0.12162657827138901
263,0.010767054744064808
264,0.7213186621665955
265,0.015774913132190704
266,0.8318814635276794
267,0.9306500554084778
268,0.7248789668083191
269,0.6020513772964478
270,0.09238921850919724
271,0.9203706383705139
272,0.9641656875610352
273,0.005502576939761639
274,0.03613773360848427
275,0.02790692262351513
276,0.036558352410793304
277,0.4460959732532501
278,0.9491429328918457
279,0.7741875648498535
280,0.8771628141403198
281,0.08723673224449158
282,0.006351741496473551
283,0.09073131531476974
284,0.005655728280544281
285,0.9297018647193909
286,0.21249857544898987
287,0.010499375872313976
288,0.028515713289380074
289,0.8702932596206665
290,0.9451165795326233
291,0.41585543751716614
292,0.4750782549381256
293,0.2805655300617218
294,0.5856662392616272
295,0.016513656824827194
296,0.9513787627220154
297,0.15023499727249146
298,0.754829466342926
299,0.015669003129005432
300,0.9558404684066772
301,0.0005999954883009195
302,0.8390196561813354
303,0.08848453313112259
304,0.0080468924716115
305,0.8392108082771301
306,0.1425682008266449
307,0.9599999189376831
308,0.21363285183906555
309,0.6054581999778748
310,0.41803836822509766
311,0.7136151790618896
312,0.8446263670921326
313,0.578633189201355
314,0.9108635783195496
315,0.9101335406303406
316,0.9268488883972168
317,0.80128014087677
318,0.27397745847702026
319,0.013582468964159489
320,0.9645507335662842
321,0.6680504679679871
322,0.48423779010772705
323,0.8976943492889404
324,0.961087703704834
325,0.7744204998016357
326,0.0032006255351006985
327,0.6192803382873535
328,0.02582191489636898
329,0.9110682606697083
330,0.9379920959472656
331,0.8738794922828674
332,0.944820761680603
333,0.017251869663596153
334,0.2192065268754959
335,0.5464596152305603
336,0.9321815967559814
337,0.9628174901008606
338,0.014496378600597382
339,0.3661081790924072
340,0.11291895806789398
341,0.9037413597106934
342,0.6535933613777161
343,0.5747156143188477
344,0.15346090495586395
345,0.8213608860969543
346,0.9221211671829224
347,0.9672068357467651
348,0.006237308960407972
349,0.9290648102760315
350,0.2488497644662857
351,0.9536299705505371
352,0.9187906384468079
353,0.0003728141018655151
354,0.002120767254382372
355,0.019734637811779976
356,0.8000641465187073
357,0.7630703449249268
358,0.8490384221076965
359,0.2667800188064575
360,0.9755573868751526
361,0.3571883738040924
362,0.03681189566850662
363,0.08280254900455475
364,0.9215587377548218
365,0.008279561065137386
366,0.9435933232307434
367,0.8327705264091492
368,0.870681881904602
369,0.7782018780708313
370,0.002686230931431055
371,0.9568639397621155
372,0.12231460958719254
373,0.04355712607502937
374,0.6346317529678345
375,0.18708963692188263
376,0.9639843106269836
377,0.9438361525535583
378,0.0005824395921081305
379,0.6781802773475647
380,0.21266189217567444
381,0.06221740320324898
382,0.34706613421440125
383,0.7758703827857971
384,0.9481493234634399
385,0.16157835721969604
386,0.04631900414824486
387,0.00328078493475914
388,0.9639970660209656
389,0.02077847719192505
390,0.879793643951416
391,0.015824241563677788
392,0.12024927884340286
393,0.9216422438621521
394,0.8689205646514893
395,0.00419281842187047
396,0.8759389519691467
397,0.9018906950950623
398,0.6448351740837097
399,0.8831684589385986
400,0.043626073747873306
401,0.07607363164424896
402,0.3230157196521759
403,0.008590836077928543
404,0.3285074234008789
405,0.9308614730834961
406,0.22026695311069489
407,0.06863512843847275
408,0.8876827359199524
409,0.9032257795333862
410,0.6372721791267395
411,0.04646890237927437
412,0.0035456004552543163
413,0.050753481686115265
414,0.0038657975383102894
415,0.4750274419784546
416,0.9691323637962341
417,0.04121618717908859
418,0.3219277858734131
419,0.1328718215227127
420,0.7439566254615784
421,0.023778490722179413
422,0.9178906083106995
423,0.3012538254261017
424,0.6205371618270874
425,0.003763253567740321
426,0.8779465556144714
427,0.029194004833698273
428,0.895757794380188
429,0.9297314286231995
430,0.0018174889264628291
431,0.9504283666610718
432,0.6063247919082642
433,0.007105700206011534
434,0.9079309105873108
435,0.9133216142654419
436,0.08335711061954498
437,0.002258669352158904
438,0.5031564831733704
439,0.299101859331131
440,0.4158468246459961
441,0.20786906778812408
442,0.008703021332621574
443,0.0002237446460640058
444,0.8893396258354187
445,0.09288091957569122
446,0.8028806447982788
447,0.09240937978029251
448,0.624932587146759
449,0.06928200274705887
450,0.9293786287307739
451,0.7469357252120972
452,0.8304463028907776
453,0.006444319151341915
454,0.12991881370544434
455,0.5765853524208069
456,0.0003432646335568279
457,0.002392995171248913
458,0.5093848705291748
459,0.09951925277709961
460,0.03784051537513733
461,0.4000498354434967
462,0.1161050945520401
463,0.9488313794136047
464,0.5125319361686707
465,0.01720387302339077
466,0.8237245082855225
467,0.2621481120586395
468,0.0013284694869071245
469,0.0028226154390722513
470,0.9223794937133789
471,0.6986042261123657
472,0.8067648410797119
473,0.006615850143134594
474,0.09727510064840317
475,0.8951709866523743
476,0.6382665038108826
477,0.006882157176733017
478,0.2043810337781906
479,0.6444527506828308
480,0.012968695722520351
481,0.9410848021507263
482,0.7112000584602356
483,0.16264492273330688
484,0.45248207449913025
485,0.7713785767555237
486,0.9504446387290955
487,0.00493825925514102
488,0.16823652386665344
489,0.009070033207535744
490,0.9348638653755188
491,0.8595271110534668
492,0.03593906760215759
493,0.014690639451146126
494,0.7842917442321777
495,0.33293038606643677
496,0.0065689305774867535
497,0.07126367837190628
498,0.6826765537261963
499,0.9170212745666504
500,0.0404517836868763
501,0.7249888777732849
502,0.9442265629768372
503,0.04636280983686447
504,0.0020981498528271914
505,0.9207265377044678
506,0.9007483124732971
507,0.8607949018478394
508,0.007761535234749317
509,0.9405842423439026
510,0.13596461713314056
511,0.32749098539352417
512,0.9659797549247742
513,0.8998733758926392
514,0.3526053726673126
515,0.001913171843625605
516,0.8974476456642151
517,0.14631852507591248
518,0.7655102014541626
519,0.964992880821228
520,0.8460695743560791
521,0.012069353833794594
522,0.343567818403244
523,0.9299672842025757
524,0.8579958081245422
525,0.31985652446746826
526,0.6340117454528809
527,0.7019171118736267
528,0.0003918140719179064
529,0.0529574416577816
530,0.15333114564418793
531,0.37001746892929077
532,0.8646422028541565
533,3.43563842761796e-05
534,0.7089280486106873
535,0.9334992170333862
536,0.0029687366914004087
537,0.0046309842728078365
538,0.018367405980825424
539,0.5727130770683289
540,0.11232072114944458
541,0.8204115629196167
542,0.6413296461105347
543,0.06601262092590332
544,0.6427658796310425
545,0.09720952808856964
546,0.9051787257194519
547,0.12111050635576248
548,0.9096918702125549
549,0.9397967457771301
550,0.30214184522628784
551,0.4288999140262604
552,0.08657047152519226
553,0.9393399357795715
554,0.01024216040968895
555,0.13808828592300415
556,0.9118738770484924
557,0.7451786994934082
558,0.9770556688308716
559,0.021193435415625572
560,0.05359264835715294
561,0.007316954433917999
562,0.008114747703075409
563,0.0005325142410583794
564,0.011230627074837685
565,0.5091349482536316
566,0.8524369597434998
567,0.7429383993148804
568,0.7450464963912964
569,0.9442355036735535
570,0.16571182012557983
571,0.043209340423345566
572,0.677300751209259
573,0.83396315574646
574,0.9181975722312927
575,0.4021773338317871
576,0.9325097799301147
577,0.8406533002853394
578,0.7685065865516663
579,0.2283269166946411
580,0.0008017340442165732
581,0.42879369854927063
582,0.007869506254792213
583,0.9253303408622742
584,0.34634217619895935
585,0.0354495644569397
586,0.0737946406006813
587,0.465167760848999
588,0.5740169286727905
589,0.692094087600708
590,0.9522041082382202
591,0.9363955855369568
592,0.8030576109886169
593,0.5829841494560242
594,0.867444634437561
595,0.8514944314956665
596,0.935707151889801
597,0.9144709706306458
598,0.009057925082743168
599,0.8701086640357971
600,0.8240760564804077
601,0.022647203877568245
602,0.4080784022808075
603,0.07174699753522873
604,0.7939803600311279
605,0.00991235114634037
606,0.740832507610321
607,0.616381824016571
608,0.8289430737495422
609,0.19637778401374817
610,0.06751979142427444
611,0.854898989200592
612,0.6321450471878052
613,0.014895137399435043
614,0.651804506778717
615,0.007288787513971329
616,0.21065309643745422
617,0.5194543600082397
618,0.9201881289482117
619,0.7093386650085449
620,0.9230412244796753
621,0.13393534719944
622,0.10960249602794647
623,0.8995907306671143
624,0.883398175239563
625,0.6406629085540771
626,0.773852527141571
627,0.025691810995340347
628,0.09158924221992493
629,0.5896578431129456
630,0.4972367584705353
631,0.18670415878295898
632,0.889097273349762
633,0.5451115369796753
634,0.043006591498851776
635,0.0838572084903717
636,0.9494057893753052
637,0.9382832646369934
638,0.5955414772033691
639,0.0001961763045983389
640,0.7577195763587952
641,0.9225906133651733
642,0.0008333843434229493
643,0.9354465007781982
644,0.09140153974294662
645,0.9397623538970947
646,0.04826056957244873
647,0.9350970387458801
648,0.2673705518245697
649,0.0008578699780628085
650,0.6007187962532043
651,0.022021152079105377
652,0.6381082534790039
653,0.003937308210879564
654,0.7289260625839233
655,0.7901139855384827
656,0.3393514156341553
657,0.028566665947437286
658,0.9597302675247192
659,0.15372566878795624
660,0.8849650025367737
661,0.7541897296905518
662,0.9019760489463806
663,0.5182737708091736
664,0.487630695104599
665,0.8807951807975769
666,0.92921382188797
667,0.9789133667945862
668,0.08345120400190353
669,0.021581899374723434
670,0.3397800028324127
671,0.0357058122754097
672,0.16600333154201508
673,0.878236711025238
674,0.022132815793156624
675,0.21838322281837463
676,0.00232286867685616
677,0.9015294313430786
678,0.44709324836730957
679,0.000266523624304682
680,0.5387455821037292
681,0.8375037908554077
682,0.8481359481811523
683,0.5622997283935547
684,0.5371996164321899
685,0.15604622662067413
686,0.1879628598690033
687,0.18558552861213684
688,0.0038892875891178846
689,0.7821351289749146
690,0.9673192501068115
691,0.29481247067451477
692,0.004927764181047678
693,0.9145288467407227
694,0.8169755935668945
695,0.8554341793060303
696,0.7760308384895325
697,0.000765173404943198
698,0.7336624264717102
699,0.6060165166854858
700,0.7800888419151306
701,0.030873797833919525
702,0.6061226725578308
703,0.025155702605843544
704,0.010205427184700966
705,0.08745051175355911
706,0.8264876008033752
707,0.019671382382512093
708,0.06037098541855812
709,0.015504136681556702
710,0.08842918276786804
711,0.8725789189338684
712,0.17877131700515747
713,0.7563263177871704
714,0.8945876955986023
715,0.0035623088479042053
716,0.9570387005805969
717,0.898064911365509
718,0.6013444662094116
