ChemicalID,GeneSymbol
C032257,OPRM1
C019012,ESR1
C019012,ESR2
C015358,ESRRG
C015358,NCOA2
C015358,PPARG
C015358,SHBG
D008774,BDNF
D008774,DRD1
D008774,DRD2
D008774,NTRK2
D008775,AR
D008775,ESR1
D008775,FCER2
D008775,IL4
D008775,STAT6
C078007,NR3C1
C008493,AR
C008493,BIRC5
C008493,CASP7
C008493,CCND1
C008493,CDK2
C008493,CDK4
C008493,CDK6
C008493,CDKN1A
C008493,CDKN1B
C008493,CDKN2A
C008493,E2F1
C008493,ESR1
C008493,HSPA5
C008493,KLK3
C008493,NCOA1
C008493,NCOA2
C008493,NCOR1
C008493,NCOR2
C008493,RB1
C008493,SP1
D008777,AR
D008777,AR.L
D008777,ESR1
D008777,ESR1.L
D008777,ESR2
D008777,ESR2A
D008777,ESR2B
D008777,ESR2.L
D008777,NCOA1
D008777,NR1I2
D008777,NR3C1
D008777,NRIP1
D008784,ADRA1A
D008784,HTR1B
D008784,HTR2B
D008785,HRH2
D008787,ACHE
D008787,BCHE
D008787,CHRM3
D008787,DRD1
D008787,DRD2
D008787,HTR3A
D008787,HTR4
D008790,ADRB1
D008790,ADRB2
D008790,ADRB3
D008790,ARRB2
D008790,CPT1B
D008790,FKBP1B
D008790,FOS
D008790,GRK5
D008790,JUN
D008790,JUND
D008790,KCNH2
D008790,MEF2A
D008790,PPARGC1A
D008790,RYR2
D008790,USF2
D008795,ALB
C012258,RAC1
C012258,SOD1
D008801,SCN5A
C557885,PTGER4
D008803,HRH1
D008803,HTR2A
D008803,HTR2C
D008803,HTR7
D008803,OAR1
D020748,HEXA
D020748,HEXB
D008825,CYP2C9
D008825,NCOA1
D008825,NR1I2
D008825,NR3C1
D008874,GABRG2
D008874,TRH
D008874,TRHR
D008874,TSPO
D015735,AHR
D015735,ANXA1
D015735,AR
D015735,ARAF
D015735,CCL2
D015735,CCNE1
D015735,CDK2
D015735,CDKN1A
D015735,CDKN1B
D015735,CEBPB
D015735,CREBBP
D015735,EGF
D015735,EGFR
D015735,ESR1
D015735,ESR2
D015735,ESR2A
D015735,ESR2B
D015735,GCLC
D015735,GCLM
D015735,GRB2
D015735,HRAS
D015735,HSD11B1
D015735,KLK3
D015735,NCOA2
D015735,NCOR1
D015735,NFE2L2
D015735,NR1I2
D015735,NR3C1
D015735,OXT
D015735,OXTR
D015735,PGR
D015735,PRKCA
D015735,PTGS2
D015735,THRA
C090092,GLA
C059896,CANX
C059896,CFTR
C039128,ABCB1
C039128,SOD1
D008911,BAK1
D008911,BAX
D008911,BCL2
D008911,BID
D008911,EGLN1
D008911,HIF1A
D008911,VHL
D008914,REN
D000078785,DRD2
D000078785,DRD3
D000078785,HTR1A
D000078785,HTR2A
D000078785,HTR2C
D008920,ALB
D016595,CHRM1
D016595,PTGER1
D016595,PTGER2
D016595,PTGER3
D016595,PTGER4
C066851,AHR
C066851,BBC3
C066851,CAT
C066851,CDKN1A
C066851,HSD17B2
C066851,SP1
C066851,SP3
C066851,TINF2
C066851,TP53
D016685,MAGEA12
D016685,MAGEA3
D016685,MAGEA6
D016685,MIR34A
D008939,AR
D008939,AR.L
D008939,ESR1
D008939,ESR1.L
D008939,ESR2
D008939,ESR2A
D008939,ESR2B
D008939,ESR2.L
D008939,NCOA1
D008939,NCOA3
D008939,NR1I2
D008939,NR1I3
D008939,PGR
D008939,PPARG
D008939,SHBG
D008939,THRAA
C001801,ADORA2A
C001801,DRD2
C001801,HTR2C
C001801,HTR7
C001801,KCNH2
C001801,OPRD1
C001801,OPRK1
C001801,OPRM1
C121049,OPRD1
C121049,OPRM1
D000077590,CHRNA3
D000077590,CHRNA4
D000077590,CHRNB2
D000077590,CHRNB4
C076170,HRH1
C518174,PTGDR
C548887,IL12A
C548887,IL12B
C548887,RARRES2
C548887,THRB
C060893,ALOX5AP
C060893,CDH1
C060893,CTNNB1
C060893,LTB4R
C060893,PPARA
C070571,ITGA3
C070571,ITGA6
C070571,ITGB1
C070571,ITGB4
C502230,NFKB1
C502230,RELA
C502230,SNCA
D008972,DRD2
D000068656,NR3C1
D000068656,NR3C2
D000068656,PGR
C517880,PPARA
C517880,PPARG
C006429,AFP
C006429,AR
C093875,CYSLTR1
C093875,CYSLTR2
C093875,IL12A
C093875,IL12B
C008548,APP
C028889,OPRM1
D009020,ARL6IP5
D009020,BCL2
D009020,BDNF
D009020,BECN1
D009020,CREB1
D009020,CRHR1
D009020,DLG4
D009020,EZH2
D009020,FAS
D009020,FASL
D009020,GNAI2
D009020,GNAZ
D009020,GRIA1
D009020,GRIN1
D009020,GRIN2B
D009020,HINT1
D009020,HRH2
D009020,HTR1A
D009020,IL12A
D009020,IL12B
D009020,IL4
D009020,ING2
D009020,KMT2A
D009020,MAPK1
D009020,MAPK3
D009020,NR3C1
D009020,NR4A2
D009020,OPRD1
D009020,OPRK1
D009020,OPRL1
D009020,OPRM1
D009020,POMC
D009020,PRKCA
D009020,PRKCB
D009020,PRKCG
D009020,RAF1
D009020,RGS17
D009020,RING1
D009020,SIN3A
D009020,SUZ12
D009020,TACR1
D009020,TH
D009020,TLR4
D009020,TRPV1
C488401,GATA3
C488401,LY96
C488401,TLR4
C062720,HTR4
C027837,NCOA2
C027837,NR1H4
C027837,RDL
C043482,ADORA2A
C043482,ADRA2A
C043482,NISCH
C523799,CDKN2D
C523799,GLI1
C523799,HES1
C523799,MYC
C500085,PPARA
C500085,PPARG
D009118,CHRNA5
D009118,CHRNB1
D009118,GABRA1
D009118,GABRB1
D009118,GABRB2
D009118,GABRB3
D009118,GABRG2
D009118,GRD
D009118,LCCH3
D009118,RDL
D009173,ALB
D009173,AR
D009173,ESR1
D009173,ESR2
D009173,PGR
D009173,THRA
C435023,ESR1
C040015,AFP
C040015,EP300
C040015,GSTS1
C040015,HIF1A
C040015,JAK1
C040015,MAP2K1
C569751,GHSR
C515928,IL1B
C515928,P2RX7
C561056,CRHR1
C557644,TRPV1
C047235,ADORA1
C502260,ABCC9
C502260,KCNJ8
C107666,CHRM1
C545493,APP
C550454,MTNR1A
C550454,MTNR1B
C097963,SIGMAR1
C560625,AHR
C560625,IL1B
C560625,IL6
C090413,DDC
C090413,HTR1A
C090413,HTR1B
C090413,NCF1
C090413,PRKCD
C470655,EDNRA
C063509,AHR
C063509,BAD
C063509,BCL2L1
C063509,CREB1
C063509,CRTC2
C063509,CXCL8
C063509,EDN1
C063509,EDN3
C063509,EDNRB
C063509,FOS
C063509,GPER1
C063509,JUN
C063509,JUND
C063509,KCNE1
C063509,KCNQ1
C063509,NOS1
C063509,RELB
C063509,SLC1A2
C063509,STAR
C559869,MTNR1B
C485107,EDNRA
C107873,CASR
C080955,MAPK1
C080955,MAPK3
C080955,PTGS2
C436740,CASR
C516322,HSPA8
C516322,NMT1
C516322,SRC
C020174,NFKB1
C020174,RELA
C462953,TRPV1
C515439,SIGMAR1
C515440,SIGMAR1
C515441,SIGMAR1
C078131,MMP2
C108531,5-HT1B
C108531,HTR1B
C108531,HTR1D
C521311,CNR1
C569677,AR
C496401,BCL2
C496401,BDKRB2
C496401,BECN1
C496401,KNG1
C582844,NOS2
C415424,CGB3
C415424,F2R
C477659,TRPV1
C542801,CHRM1
C550670,CNR1
C550670,CNR2
C480543,NAMPT
C539157,DRD2
C539157,DRD3
C526614,DRD3
C497150,DRD3
C545833,DRD3
C518644,DRD3
C518644,HTR1A
C528911,PTGER4
C107594,CNR1
C107594,FOS
C107594,TRPV1
C475772,TRPM8
C475772,TRPV1
C568952,FOLR1
C568952,FOLR2
C084956,ADORA3
C084956,IL12A
C084956,IL12B
C027513,ADORA1
C048599,ADORA1
C048599,OPRM1
C111914,ITGA2B
C111914,ITGB3
C111914,P2RY1
C521703,TRPV1
C011941,CNR2
C011941,TRPV2
C064769,TNF
C064769,TNFRSF1A
C064769,TRADD
D009243,ALDH1A1
D009243,ALDH2
D009243,ALDH5A1
D009243,BDH1
D009243,BDH2
D009243,CBR4
D009243,CYB5R3
D009243,DHRS9
D009243,GALE
D009243,GAPDH
D009243,HPGD
D009243,HSD11B1
D009243,HSD17B10
D009243,HSD17B11
D009243,HSD17B13
D009243,HSD17B14
D009243,HSD17B2
D009243,HSD17B4
D009243,HSD17B6
D009243,HSD17B8
D009243,HSD3B1
D009243,HSD3B2
D009243,HSD3B7
D009243,ITPR1
D009243,MIR34A
D009243,NAMPT
D009243,RDH10
D009243,RDH16
D009243,RDH5
D009243,SDR16C5
D009243,SDR9C7
D009243,TGDS
D009243,UXS1
C561593,CNR2
D009248,ADRB1
D009248,ADRB2
D009249,AKR1B1
D009249,AKR1B10
D009249,ALDH1L1
D009249,CBR1
D009249,CBR3
D009249,CRYZ
D009249,DCXR
D009249,DECR1
D009249,DECR2
D009249,DHRS1
D009249,DHRS11
D009249,DHRS12
D009249,DHRS13
D009249,DHRS2
D009249,DHRS3
D009249,DHRS4
D009249,DHRS7
D009249,DHRS7B
D009249,DHRS7C
D009249,FAR1
D009249,FAR2
D009249,FASN
D009249,GFUS
D009249,GMDS
D009249,HSD11B1
D009249,HSD11B1L
D009249,HSD11B2
D009249,HSD17B1
D009249,HSD17B12
D009249,HSD17B3
D009249,HSD17B7
D009249,HSD17B8
D009249,HSD3B1
D009249,HSDL1
D009249,HSDL2
D009249,HTATIP2
D009249,KCNAB2
D009249,KDSR
D009249,MAT2B
D009249,ME1
D009249,NMRAL1
D009249,NSDHL
D009249,PECR
D009249,PRNP
D009249,QDPR
D009249,RDH11
D009249,RDH12
D009249,RDH13
D009249,RDH14
D009249,RDH8
D009249,SDR39U1
D009249,SDR42E1
D009249,SPR
D009249,TXNRD1
D009249,WWOX
C097285,DRD2
C097285,DRD3
C032855,FTO
C064357,ADRA1D
D009266,OPRK1
D009266,OPRM1
C038981,OPRK1
C038981,OPRM1
C034643,OPRM1
D009270,CES1
D009270,CRHR1
D009270,DRD4
D009270,OPRD1
D009270,OPRK1
D009270,OPRM1
D009270,POMC
D009270,SIGMAR1
D009270,TH
D009270,TLR4
C058380,OPRK1
D009271,OPRD1
D009271,OPRK1
D009271,OPRM1
C055382,MME
C055382,OPRD1
C008580,AR
D037742,ALB
D037742,CSN1S1
D037742,CSN2
D037742,CSN3
D037742,IL12B
D037742,IL6
D037742,PTGS2
D037742,TLR3
D037742,TLR4
D037742,TNF
D009278,ADRA1B
D009278,ALB
D009278,NISCH
D009278,OCTBETA2R
C031721,A2M
C031721,ACTA1
C031721,ACTB
C031721,ACTG1
C031721,AGER
C031721,ALB
C031721,ALDH1A1
C031721,ALDH2
C031721,ANXA6
C031721,AR
C031721,ATP5B
C031721,CASP9
C031721,CYP1B1
C031721,CYP2A13
C031721,DES
C031721,ENO1
C031721,GCGR
C031721,GSTP1
C031721,HPGD
C031721,HSPA5
C031721,HSPA9
C031721,HSPD1
C031721,MC1R
C031721,MC3R
C031721,MC4R
C031721,MC5R
C031721,MFAP4
C031721,MYL6
C031721,P4HB
C031721,PDIA3
C031721,PRDX2
C031721,PRDX6
C031721,PURA
C031721,RPLP0
C031721,RPSA
C031721,SELENBP2
C031721,SERPINA1
C031721,TGM2
C031721,TP53
C031721,TPM1
C031721,TTR
C031721,TUBA1A
C031721,TUBB
C031721,VCP
D009281,AHR
D009281,NCOA1
D009281,NR1H4
D009281,PTGER4
D009281,S1PR1
C073873,EGF
C073873,EGFR
C073873,MMP9
D009287,HTR4
D009287,TGFBR1
D009288,ACHE
D009288,ALB
D009288,NFKB1
D009288,RELA
D009288,TNF
C106783,HTR1B
C106783,HTR1D
C005273,AFP
C005273,AHR
C005273,AKR1C1
C005273,ALPL
C005273,ARNT
C005273,CYP19A1
C005273,CYP1A1
C005273,CYP1B1
C005273,ESR1
C005273,ESR2
C005273,SHBG
C005273,SI
C005274,BMP2
C005274,CDK2
C005274,CDK4
C005274,CDKN1A
C005274,CYP1B1
C005274,FOS
C005274,JUN
D000077715,ABCC4
C528561,BCL2
C528561,BCL2L1
C528561,BCL2L2
C042631,DRD2
C502525,TSPO
C101290,CUX1
C101290,ESR1
C498045,AHR
C498045,CTNNB1
C498045,CYP1A1
C498045,MAP3K5
C498045,TCF4
C498045,TXN1
C524539,NOS2
C433466,COMT
D000068577,ADRB1
D000068577,AR
D000068577,ESR1
D000068577,ESR2
D000068577,HTR1A
D000068577,PGR
D000068577,THRA
C507699,RIPK1
C507699,RIPK3
C051752,HTR1A
C051752,HTR2A
C051752,HTR2C
C051752,KCNH2
C051752,SLC6A4
D019888,ALB
C030265,DRD2
C030265,DRD4
C002701,APP
C002701,CASP3
C002701,CAT
C002701,CYCS
C002701,EGFR
C002701,JUN
C002701,MAPK3
C002701,MAPK8
C002701,MBP
C002701,MMP2
C013613,TAS1R2
C013613,TAS1R3
D009355,CASR
D009388,ACHE
C487932,NFKB1
C487932,RELA
C115174,PPARG
C062259,NPY1R
D009496,NTSR1
D009496,NTSR2
D019829,ALB
D019829,CYP2C11
D019829,CYP3A23-3A1
D019829,CYP3A4
C116818,DRD3
D009525,ABCA1
D009525,ADIPOQ
D009525,ASPH
D009525,BTC
D009525,CASQ1
D009525,CAV1
D009525,CAV3
D009525,CEBPB
D009525,CIDEA
D009525,DDHD1
D009525,EDNRB
D009525,ENO3
D009525,GPI1
D009525,HCAR2
D009525,HCAR3
D009525,HMOX1
D009525,HSPB1
D009525,LEPR
D009525,MAPK1
D009525,MAPK3
D009525,NET1
D009525,NOS3
D009525,NRAP
D009525,PCK1
D009525,PI16
D009525,PTGDR
D009525,PTGS2
D009525,RALGAPA1
D009525,SLC2A4
D009525,SRL
D009525,TLN1
D009525,TPM1
D009525,TTPA
D009525,UCP1
D009536,FOXO1
D009536,INS
D009536,MAFA
D009536,NCOR1
D009536,PPARG
D009536,RUNX2
D009536,SIRT1
D009536,UCP2
D009529,NCOA2
D009529,NR1H4
C022838,ARNT
C022838,CDH1
C022838,CTH
C022838,ESR1
C022838,HIF1A
C022838,HSP90AB1
C022838,LY96
C022838,NFKB1
C022838,SNAI1
C022838,SNAI2
C022838,SP1
C022838,TGFB1
C022838,TLR4
C022838,TP53
C022838,TP63
C022838,TP73
C022838,VHL
D009534,AR
D009534,ATG14
D009534,BAD
D009534,BAK1
D009534,BAX
D009534,BCL2
D009534,BCL2L1
D009534,CASP3
D009534,CDC37
D009534,CTNNB1
D009534,CTNNBIP1
D009534,EIF4E
D009534,EIF4EBP1
D009534,HIPK2
D009534,KLK3
D009534,MYC
D009534,NR1I3
D009534,SMAD3
D009534,TGFB1
D009534,TP53
D009537,NAMPT
D009538,ADRB1
D009538,ADRB2
D009538,APP
D009538,ARRB1
D009538,BIRC5
D009538,CCND1
D009538,CDC25A
D009538,CDC6
D009538,CDK4
D009538,CDK6
D009538,CHRNA1
D009538,CHRNA2
D009538,CHRNA3
D009538,CHRNA4
D009538,CHRNA5
D009538,CHRNA6
D009538,CHRNA7
D009538,CHRNB1
D009538,CHRNB2
D009538,CHRNB4
D009538,CHRND
D009538,CHRNG
D009538,CNR1
D009538,CREB1
D009538,CYP2A13
D009538,CYP3A4
D009538,DBH
D009538,DRD1
D009538,DRD2
D009538,E2F1
D009538,E2F2
D009538,E2F3
D009538,E2F4
D009538,E2F5
D009538,EGR1
D009538,EIF4E
D009538,EIF4EBP1
D009538,FASN
D009538,FGF2
D009538,GATA4
D009538,GATA6
D009538,HTR1A
D009538,HTR1B
D009538,HTR2A
D009538,MAPK1
D009538,MAPK3
D009538,NACHRALPHA1
D009538,NFKB1
D009538,NR1H3
D009538,OPRD1
D009538,OPRM1
D009538,PLAU
D009538,PTGS2
D009538,RAF1
D009538,RB1
D009538,RBL1
D009538,RBL2
D009538,RELA
D009538,RYR2
D009538,SLC5A7
D009538,SP1
D009538,SRC
D009538,STAT3
D009538,TH
D009538,TSPO
D009538,ZFP36
D009543,AKT1
D009543,CACNA1C
D009543,CACNA1D
D009543,CAMK2A
D009543,CSE1L
D009543,CTTN
D009543,CYP3A4
D009543,DRD3
D009543,NR1I2
D009543,PDGFB
D009543,PTK2B
D009543,PXN
D009543,SRC
D009544,CHRNA3
D009544,CHRNB2
D009544,CHRNB4
D009544,GABRA1
D009544,GABRA6
D009544,GABRB2
D009544,GABRG2
D009544,GPR35
D009544,HPGD
D009544,NMRAL1
C054074,ADRA1A
C498826,ABL1
C498826,BCR
C498826,HDC
C021277,AR
C021277,AR.L
C021277,ESR1
C021277,ESR1.L
C021277,ESR2A
C021277,ESR2B
C021277,ESR2.L
C021277,NR1I2
C021277,PPARG
C021277,THRA
C021277,THRA.L
C021277,THRB
C012655,CNR1
C012655,KRT10
C012655,PPARD
C012655,PPARG
C012655,PTGS1
C012655,PTGS2
D009553,NCOA2
D009553,NR1H4
D015376,JUN
D015376,TREX1
C427584,KCNJ3
C427584,KCNJ5
C011386,SLC6A2
C011386,SLC6A4
C041747,AR
C013615,TOP1
C013615,TOP2A
D009566,SCNN1A
D009566,SCNN1B
D009566,SCNN1G
D009567,ESR1
D009569,ACBD3
D009569,BCAR1
D009569,BDKRB2
D009569,CALM1
D009569,CAV1
D009569,CCL5
D009569,CCR5
D009569,CHRM1
D009569,CNR1
D009569,CRK
D009569,ESR1
D009569,GAPDH
D009569,GUCY1A1
D009569,GUCY1A2
D009569,GUCY1B1
D009569,IDO1
D009569,IFNG
D009569,KNG1
D009569,MPO
D009569,MT1A
D009569,MT2
D009569,NOS1
D009569,PPARA
D009569,PPARG
D009569,RASD1
D009569,S100B
D009569,SLC11A2
D009569,SMAD3
D009569,SMAD4
D009569,SRC
D009569,TNF
D009569,TNFRSF1A
D009569,TRADD
D009573,APP
D009573,PPARA
C102148,CTNNB1
C102148,IL1B
C102148,NFKB1
C102148,RELA
C102148,TCF4
D009582,CRYZ
D009583,GSK3B
D005996,CTNNB1
D005996,TCF4
D009599,CASP3
D009599,CASP9
D009599,EDN1
D009599,EDN3
D009599,EDNRB
D009599,GAPDH
D009599,GUCY1A1
D009599,GUCY1B1
D009599,TH
D009599,TRPV1
D016567,HRH2
D018817,DRD2
D018817,DRD3
D018817,DRD4
D018817,GABRA1
D018817,GABRB2
D018817,GABRG2
D018817,HTR2A
D018817,HTR2B
D018817,HTR2C
D018817,SLC6A4
D018817,TAAR1
C464560,SLC6A3
C048140,HRH2
C048140,HRH3
C048140,HRH4
D019832,CHRM1
D019832,CHRM2
D019832,CHRM2A
D019832,CHRM3
D019832,CHRM4
D019832,CHRM5
C087567,CHRM4
C000623013,AMFR
C000623013,FAF1
C000623013,FAF2
C000623013,NPLOC4
C000623013,UFD1
C000623013,VCP
C419410,PML
C419410,RARA
C090577,ALB
C090577,IL6
C083832,SIGMAR1
C005514,ACHE
C044387,CREBBP
C044387,DSPP
C044387,GATA1
C044387,HIF1A
C044387,KEAP1
C044387,MMP9
C044387,MTF1
C044387,NFIC
C044387,OPRM1
C044387,PARP1
C044387,PRKCG
C044387,RAF1
C044387,SLC39A10
C044387,SOD1
C044387,ZFPM1
C009074,DRD2
C076525,DRD1
C093285,ITGAV
C093285,ITGB3
C096012,OPRL1
C525846,OPRL1
C488796,CNR1
C033595,PPARA
D009627,SLC18A2
D009627,SLC6A4
C069053,MAPK1
C051844,OPRK1
C058272,HTR2C
D009638,ADRA1A
D009638,ADRA1B
D009638,ADRA1D
D009638,ADRA2A
D009638,ADRA2B
D009638,ADRA2C
D009638,ADRB1
D009638,ADRB2
D009638,ADRB3
D009638,CRHR1
D009638,DRD2
D009638,EDN1
D009638,EDN3
D009638,EDNRA
D009638,EDNRB
D009638,F3
D009638,ICAM1
D009638,NFKB1
D009638,OPRD1
D009638,OPRK1
D009638,OPRM1
D009638,REL
D009638,RELA
D009638,SLC18A2
D009638,SLC6A2
D009638,SOD2
D009638,TBXA2R
D009640,AR
D009640,AR.L
D009640,ESR1
D009640,ESR1.L
D009640,ESR2
D009640,ESR2A
D009640,ESR2B
D009640,ESR2.L
D009640,F10
D009640,F7
D009640,FGA
D009640,FGB
D009640,FGG
D009640,NR1I2
D009640,PGR
D009640,PLG
D009640,PPARG
D009640,PROC
D009640,SERPINC1
D009640,SERPINE1
D009640,THRA
D009640,THRAA
D009640,THRB
D000077563,AR
D000077563,ESR1
D000077563,ESR2
D000077563,PGR
D009642,HTR2A
D009642,HTR2B
D009642,HTR2C
D009643,CYP1A2
D009643,KCNH2
C036139,HTR2C
C017576,AR
C017576,FGA
C017576,FGB
C017576,FGG
C017576,PGR
C094385,OPRK1
C464745,AHR
C464745,ARNT
C464745,HIF1A
C464745,RELA
C464745,TNFSF11
C072936,NR1I2
C072936,PLAT
C072936,SERPINE1
C072936,SLCO1B2
C072936,SLCO1B3
C434926,AKT1
C434926,ATM
C434926,BAX
C434926,CDKN1A
C434926,IKBKG
C434926,JUN
C434926,KIF18A
C434926,KIFC1
C434926,MMP2
C434926,MMP9
C434926,MTOR
C434926,NUMA1
C434926,PARP1
C434926,PARP14
C434926,PARP15
C434926,PARP16
C434926,PARP2
C434926,PARP3
C434926,PARP4
C434926,PIM1
C434926,PIM2
C434926,RELA
C434926,TNKS
C434926,TNKS2
C434926,TP53
C117759,BDKRB2
C442478,GRM4
C553580,CNR2
C111654,CASR
C106996,ADORA1
C106996,ADRA2A
C106996,ADRA2B
C106996,DAT
C106996,DRD1
C106996,DRD4
C106996,HTR1A
C106996,HTR2A
C106996,HTR2C
C121249,DRD4
C487513,BCL2L1
C487513,CASP3
C487513,CD47
C487513,CDC42
C487513,RAC1
C487513,SIRPA
C558013,AADAT
C558013,ABCA13
C558013,ABCA5
C558013,ABCB10
C558013,ABCC3
C558013,ABCF2
C558013,ABHD11
C558013,ABHD17C
C558013,ABHD4
C558013,ABL2
C558013,ACAD9
C558013,ACAT2
C558013,ACKR3
C558013,ACOX2
C558013,ACSL1
C558013,ACSL3
C558013,ACSS1
C558013,ACTR3
C558013,ACYP2
C558013,ADAM17
C558013,ADAMTS3
C558013,ADGRD1
C558013,ADGRF1
C558013,ADGRF4
C558013,ADGRG1
C558013,ADGRL1
C558013,ADM
C558013,ADPRM
C558013,ADTRP
C558013,AFF4
C558013,AFP
C558013,AGA
C558013,AGPS
C558013,AHCTF1
C558013,AHI1
C558013,AIF1L
C558013,AIFM2
C558013,AJUBA
C558013,AK2
C558013,AK5
C558013,AKR1B1
C558013,AKR1B10
C558013,AKR1C1
C558013,AKR1C2
C558013,AKR1C3
C558013,ALDH18A1
C558013,ALDH1A2
C558013,ALDH5A1
C558013,ALDH7A1
C558013,ALG13
C558013,ALG2
C558013,ALKBH4
C558013,ALPK1
C558013,ALS2
C558013,AMOTL2
C558013,ANAPC1
C558013,ANGPTL4
C558013,ANKH
C558013,ANKRD12
C558013,ANKRD37
C558013,ANKS6
C558013,ANLN
C558013,ANO10
C558013,ANP32A
C558013,ANXA3
C558013,AOC2
C558013,AOC3
C558013,AOX1
C558013,AP3M1
C558013,AP5Z1
C558013,APBA2
C558013,APEH
C558013,APPL1
C558013,AQP11
C558013,AQP3
C558013,ARC
C558013,ARF1
C558013,ARHGAP11A
C558013,ARHGAP22
C558013,ARHGAP26
C558013,ARHGAP32
C558013,ARHGEF2
C558013,ARHGEF26
C558013,ARHGEF28
C558013,ARL5B
C558013,ARL8B
C558013,ARMC10
C558013,ARMC6
C558013,ARMC9
C558013,ARMCX5
C558013,ARRB1
C558013,ARRDC4
C558013,ARSD
C558013,ASB13
C558013,ASB9
C558013,ASF1B
C558013,ASIC1
C558013,ASNS
C558013,ASPH
C558013,ASRGL1
C558013,ASTN2
C558013,ATAD2
C558013,ATAD3A
C558013,ATF3
C558013,ATP2B4
C558013,ATP5MC3
C558013,ATP6AP1L
C558013,ATP6V0D2
C558013,ATP6V0E2
C558013,ATP6V1C1
C558013,ATP7A
C558013,ATP8A1
C558013,ATPSCKMT
C558013,ATRIP
C558013,AURKA
C558013,AURKB
C558013,AVIL
C558013,AXL
C558013,B3GNT5
C558013,B3GNT7
C558013,B4GALT2
C558013,B4GAT1
C558013,BACH1
C558013,BAG1
C558013,BARD1
C558013,BBIP1
C558013,BBS12
C558013,BCAN
C558013,BCHE
C558013,BCKDK
C558013,BCL11A
C558013,BDH1
C558013,BEND4
C558013,BEX2
C558013,BEX3
C558013,BID
C558013,BIRC5
C558013,BIVM
C558013,BLM
C558013,BLVRB
C558013,BLZF1
C558013,BMAL1
C558013,BNIP3L
C558013,BRAT1
C558013,BRI3BP
C558013,BTG1
C558013,BUB1B
C558013,C11ORF54
C558013,C11ORF96
C558013,C14ORF28
C558013,C15ORF39
C558013,C1S
C558013,C20ORF27
C558013,C21ORF58
C558013,C21ORF91
C558013,C5
C558013,C7ORF57
C558013,CABLES1
C558013,CACHD1
C558013,CACNA1A
C558013,CACYBP
C558013,CADPS2
C558013,CALCA
C558013,CALML4
C558013,CARD6
C558013,CARD8
C558013,CASP3
C558013,CASP4
C558013,CASP7
C558013,CAT
C558013,CBLB
C558013,CBX2
C558013,CBX5
C558013,CCDC126
C558013,CCDC137
C558013,CCDC141
C558013,CCDC32
C558013,CCDC34
C558013,CCDC80
C558013,CCDC85C
C558013,CCL26
C558013,CCN1
C558013,CCN2
C558013,CCNA2
C558013,CCNB1
C558013,CCNB2
C558013,CCNF
C558013,CCNL2
C558013,CCP110
C558013,CCPG1
C558013,CD302
C558013,CD320
C558013,CD47
C558013,CD58
C558013,CDC25A
C558013,CDC45
C558013,CDC7
C558013,CDCA3
C558013,CDCA7
C558013,CDCA7L
C558013,CDH12
C558013,CDH3
C558013,CDK1
C558013,CDK19
C558013,CDK2
C558013,CDKN1A
C558013,CDKN1C
C558013,CDKN2C
C558013,CEBPB
C558013,CEBPG
C558013,CEMIP
C558013,CENPF
C558013,CENPK
C558013,CENPM
C558013,CENPO
C558013,CENPU
C558013,CEP135
C558013,CEP41
C558013,CEP68
C558013,CEP78
C558013,CFAP70
C558013,CGRRF1
C558013,CHAC1
C558013,CHAF1A
C558013,CHCHD10
C558013,CHD2
C558013,CHDH
C558013,CHEK1
C558013,CHIC1
C558013,CHIC2
C558013,CHM
C558013,CHN1
C558013,CHRNA5
C558013,CISD3
C558013,CIT
C558013,CLCN4
C558013,CLDN1
C558013,CLDN11
C558013,CLDN12
C558013,CLDN15
C558013,CLDN3
C558013,CLDND1
C558013,CLGN
C558013,CLIC3
C558013,CLINT1
C558013,CLIP1
C558013,CLIP4
C558013,CLN6
C558013,CLN8
C558013,CLU
C558013,CLUH
C558013,CMBL
C558013,CMTM7
C558013,CNKSR2
C558013,COCH
C558013,COL11A1
C558013,COL1A2
C558013,COL5A2
C558013,COQ10B
C558013,COQ8A
C558013,COX11
C558013,COX19
C558013,COX5A
C558013,COX7B
C558013,CPA4
C558013,CPEB2
C558013,CPEB3
C558013,CPEB4
C558013,CPNE8
C558013,CPSF3
C558013,CPSF6
C558013,CRABP2
C558013,CREBRF
C558013,CREG2
C558013,CREM
C558013,CRISPLD2
C558013,CRYAB
C558013,CRYZ
C558013,CSRNP1
C558013,CSRNP3
C558013,CSTA
C558013,CSTF3
C558013,CTH
C558013,CTPS1
C558013,CTPS2
C558013,CTRL
C558013,CTSD
C558013,CXCL2
C558013,CXCL3
C558013,CXCL8
C558013,CYB5B
C558013,CYLD
C558013,CYP1B1
C558013,CYP27B1
C558013,CYP4F11
C558013,CYSTM1
C558013,DACH1
C558013,DAW1
C558013,DBI
C558013,DCAF13
C558013,DCTPP1
C558013,DDC
C558013,DDIT3
C558013,DDIT4
C558013,DDX10
C558013,DDX46
C558013,DEAF1
C558013,DELE1
C558013,DENND2A
C558013,DENND2C
C558013,DEPDC1
C558013,DFFB
C558013,DGKH
C558013,DHCR24
C558013,DHCR7
C558013,DHFR
C558013,DHRS2
C558013,DHRS9
C558013,DHTKD1
C558013,DHX9
C558013,DIPK1B
C558013,DLEU2
C558013,DLGAP5
C558013,DMAC2L
C558013,DNAAF3
