ChemicalID,GeneSymbol
C015001,RCAN1
C015001,RCN1
C015001,RCOR1
C015001,RECQL
C015001,RELA
C015001,RELB
C015001,RELCH
C015001,RELN
C015001,REPS2
C015001,RERE
C015001,RESF1
C015001,REV3L
C015001,REXO2
C015001,RFC5
C015001,RFWD3
C015001,RFX7
C015001,RGL1
C015001,RGS20
C015001,RGS5
C015001,RHBDD1
C015001,RHBDL1
C015001,RHEB
C015001,RHOA
C015001,RHOB
C015001,RHOG
C015001,RICTOR
C015001,RIDA
C015001,RIF1
C015001,RLF
C015001,RMRP
C015001,RNASEH2A
C015001,RNF111
C015001,RNF14
C015001,RNF141
C015001,RNF144A
C015001,RNF144B
C015001,RNF149
C015001,RNF181
C015001,RNF19A
C015001,RNF19B
C015001,RNF213
C015001,RNF7
C015001,RNGTT
C015001,ROBO4
C015001,ROCK2
C015001,ROMO1
C015001,RORB
C015001,RP2
C015001,RPA2
C015001,RPF2
C015001,RPL10
C015001,RPL10A
C015001,RPL11
C015001,RPL12
C015001,RPL13
C015001,RPL13AP5
C015001,RPL14
C015001,RPL15
C015001,RPL17
C015001,RPL18
C015001,RPL18A
C015001,RPL19
C015001,RPL22
C015001,RPL22L1
C015001,RPL23
C015001,RPL23A
C015001,RPL24
C015001,RPL26
C015001,RPL26L1
C015001,RPL27
C015001,RPL27A
C015001,RPL28
C015001,RPL29
C015001,RPL30
C015001,RPL31
C015001,RPL32
C015001,RPL34
C015001,RPL35
C015001,RPL35A
C015001,RPL36
C015001,RPL36A
C015001,RPL36AL
C015001,RPL37
C015001,RPL37A
C015001,RPL38
C015001,RPL39
C015001,RPL39L
C015001,RPL4
C015001,RPL41
C015001,RPL5
C015001,RPL6
C015001,RPL7
C015001,RPL7A
C015001,RPL8
C015001,RPL9
C015001,RPLP0
C015001,RPLP1
C015001,RPLP2
C015001,RPPH1
C015001,RPS10
C015001,RPS11
C015001,RPS12
C015001,RPS13
C015001,RPS14
C015001,RPS15
C015001,RPS15A
C015001,RPS16
C015001,RPS18
C015001,RPS19
C015001,RPS19BP1
C015001,RPS2
C015001,RPS20
C015001,RPS21
C015001,RPS23
C015001,RPS24
C015001,RPS25
C015001,RPS26
C015001,RPS27
C015001,RPS27A
C015001,RPS27L
C015001,RPS28
C015001,RPS29
C015001,RPS3
C015001,RPS3A
C015001,RPS4X
C015001,RPS5
C015001,RPS6
C015001,RPS6KA3
C015001,RPS6KC1
C015001,RPS7
C015001,RPS8
C015001,RPS9
C015001,RPSA
C015001,RPSA2
C015001,RRAS2
C015001,RRBP1
C015001,RREB1
C015001,RRM1
C015001,RRM2B
C015001,RRN3
C015001,RRP15
C015001,RSL24D1
C015001,RTCB
C015001,RTF2
C015001,RTN3
C015001,RTN4
C015001,RTN4IP1
C015001,RTP4
C015001,RTRAF
C015001,RUVBL1
C015001,RUVBL2
C015001,RWDD2B
C015001,S100A10
C015001,S100A11
C015001,S100A6
C015001,S100P
C015001,SAC3D1
C015001,SACM1L
C015001,SAMD9
C015001,SAP18
C015001,SAP30
C015001,SAPCD2
C015001,SAR1A
C015001,SART3
C015001,SASH1
C015001,SASS6
C015001,SATB2
C015001,SBDSP1
C015001,SBNO2
C015001,SCAI
C015001,SCAND1
C015001,SCN8A
C015001,SCRIB
C015001,SCRN1
C015001,SCYL1
C015001,SDCBP
C015001,SDF2L1
C015001,SDHAF3
C015001,SDHAP1
C015001,SDHD
C015001,SEC11A
C015001,SEC13
C015001,SEC23A
C015001,SEC23B
C015001,SEC24B
C015001,SEC24D
C015001,SEC31A
C015001,SEC61G
C015001,SEC62
C015001,SECISBP2L
C015001,SEL1L
C015001,SEL1L3
C015001,SELENOF
C015001,SELENOK
C015001,SEMA3C
C015001,SEMA3D
C015001,SEPTIN10
C015001,SERBP1
C015001,SERTAD1
C015001,SERTAD2
C015001,SERTAD3
C015001,SESN2
C015001,SETD2
C015001,SF3B1
C015001,SF3B3
C015001,SF3B5
C015001,SF3B6
C015001,SFXN1
C015001,SH3BGRL3
C015001,SH3D19
C015001,SH3D21
C015001,SH3GL3
C015001,SH3KBP1
C015001,SHC1
C015001,SHCBP1
C015001,SHISAL1
C015001,SHMT2
C015001,SHPK
C015001,SHROOM2
C015001,SHTN1
C015001,SIGMAR1
C015001,SINHCAF
C015001,SIPA1L1
C015001,SIRPB1
C015001,SIRT1
C015001,SIVA1
C015001,SIX1
C015001,SIX4
C015001,SKA1
C015001,SKA2
C015001,SKIC3
C015001,SKP1
C015001,SLC12A6
C015001,SLC16A3
C015001,SLC23A2
C015001,SLC25A11
C015001,SLC25A16
C015001,SLC25A17
C015001,SLC25A3
C015001,SLC25A4
C015001,SLC25A5
C015001,SLC2A11
C015001,SLC2A14
C015001,SLC30A1
C015001,SLC30A6
C015001,SLC30A9
C015001,SLC35A3
C015001,SLC35A5
C015001,SLC38A2
C015001,SLC39A10
C015001,SLC39A11
C015001,SLC39A14
C015001,SLC4A7
C015001,SLC7A1
C015001,SLC7A11
C015001,SLIRP
C015001,SLK
C015001,SMARCA5
C015001,SMARCAD1
C015001,SMARCC2
C015001,SMC1A
C015001,SMC5
C015001,SMCHD1
C015001,SMDT1
C015001,SMG1
C015001,SMG1P3
C015001,SMG7
C015001,SMIM12
C015001,SMIM15
C015001,SMIM22
C015001,SMIM26
C015001,SMIM30
C015001,SMIM7
C015001,SMURF2
C015001,SNAI1
C015001,SNAPC4
C015001,SNCB
C015001,SNF8
C015001,SNHG1
C015001,SNHG12
C015001,SNHG17
C015001,SNHG29
C015001,SNHG32
C015001,SNHG5
C015001,SNHG6
C015001,SNHG8
C015001,SNRK
C015001,SNRNP48
C015001,SNRNP70
C015001,SNRPA
C015001,SNRPA1
C015001,SNRPB
C015001,SNRPB2
C015001,SNRPC
C015001,SNRPD1
C015001,SNRPD2
C015001,SNRPD3
C015001,SNRPE
C015001,SNRPF
C015001,SNRPG
C015001,SNU13
C015001,SNX13
C015001,SNX2
C015001,SNX24
C015001,SNX3
C015001,SNX7
C015001,SNX9
C015001,SOCS5
C015001,SOD1
C015001,SOD2
C015001,SOGA1
C015001,SORL1
C015001,SOS1
C015001,SOS2
C015001,SOX5
C015001,SP4
C015001,SPAG4
C015001,SPAG5
C015001,SPAG9
C015001,SPAST
C015001,SPATA5
C015001,SPC25
C015001,SPECC1
C015001,SPECC1L
C015001,SPEN
C015001,SPIDR
C015001,SPIN1
C015001,SPIN3
C015001,SPIRE1
C015001,SPOP
C015001,SPOPL
C015001,SPR
C015001,SPTAN1
C015001,SPTBN1
C015001,SPTLC1
C015001,SPTLC2
C015001,SQOR
C015001,SRBD1
C015001,SRCAP
C015001,SRCIN1
C015001,SRFBP1
C015001,SRGAP1
C015001,SRGAP2
C015001,SRGAP2B
C015001,SRGAP3
C015001,SRGN
C015001,SRI
C015001,SRP14
C015001,SRP9
C015001,SRPK1
C015001,SRSF1
C015001,SRSF3
C015001,SRSF7
C015001,SRSF9
C015001,SRXN1
C015001,SSBP1
C015001,SSH1
C015001,SSR3
C015001,SSR4
C015001,ST3GAL3
C015001,ST8SIA4
C015001,STAG2
C015001,STAM
C015001,STAMBP
C015001,STAM-DT
C015001,STARD3NL
C015001,STARD9
C015001,STAU1
C015001,STIL
C015001,STK10
C015001,STK3
C015001,STK32B
C015001,STK38L
C015001,STK4-DT
C015001,STMN1
C015001,STOML2
C015001,STRN
C015001,STRN3
C015001,STS
C015001,STT3A
C015001,STXBP1
C015001,STXBP3
C015001,STYXL1
C015001,SUB1
C015001,SUCLG1
C015001,SUCLG2
C015001,SUGT1
C015001,SUMF2
C015001,SUMO1
C015001,SUMO2
C015001,SUN1
C015001,SUPT16H
C015001,SUPT4H1
C015001,SURF2
C015001,SVIL
C015001,SWI5
C015001,SYAP1
C015001,SYNE1
C015001,SYNGR2
C015001,SYNJ1
C015001,SYNM
C015001,SYT1
C015001,SYTL4
C015001,SZT2
C015001,TACC1
C015001,TAF1A
C015001,TAF1B
C015001,TAF2
C015001,TAF4B
C015001,TAF8
C015001,TAF9B
C015001,TAGLN2
C015001,TALDO1
C015001,TANC2
C015001,TAOK1
C015001,TARDBP
C015001,TASOR2
C015001,TASP1
C015001,TATDN1
C015001,TATDN3
C015001,TBC1D23
C015001,TBC1D5
C015001,TBC1D8B
C015001,TBCA
C015001,TBCB
C015001,TBCE
C015001,TBL1XR1
C015001,TBPL1
C015001,TCEA1
C015001,TCF12
C015001,TCF7L1
C015001,TCHP
C015001,TCP11L2
C015001,TEAD1
C015001,TEAD4
C015001,TENM3
C015001,TEP1
C015001,TET2
C015001,TEX2
C015001,TFAP2C
C015001,TGFBRAP1
C015001,TGIF1
C015001,THNSL1
C015001,THOC3
C015001,THOC7
C015001,THUMPD2
C015001,TIA1
C015001,TIAL1
C015001,TIAM1
C015001,TIGAR
C015001,TIGD2
C015001,TIMELESS
C015001,TIMM17A
C015001,TIMM21
C015001,TIMM23
C015001,TIMMDC1
C015001,TIPIN
C015001,TIPRL
C015001,TJP1
C015001,TKT
C015001,TLK1
C015001,TMA16
C015001,TMA7
C015001,TMBIM4
C015001,TMCC3
C015001,TMED2
C015001,TMEM106C
C015001,TMEM116
C015001,TMEM119
C015001,TMEM126B
C015001,TMEM144
C015001,TMEM147
C015001,TMEM14A
C015001,TMEM14C
C015001,TMEM161A
C015001,TMEM18
C015001,TMEM187
C015001,TMEM208
C015001,TMEM216
C015001,TMEM218
C015001,TMEM219
C015001,TMEM237
C015001,TMEM256
C015001,TMEM258
C015001,TMEM262
C015001,TMEM38B
C015001,TMEM39B
C015001,TMEM65
C015001,TMEM70
C015001,TMF1
C015001,TMSB10
C015001,TMX3
C015001,TNC
C015001,TNFAIP3
C015001,TNFAIP8L1
C015001,TNFSF10
C015001,TNFSF13B
C015001,TNKS
C015001,TNKS2
C015001,TNPO1
C015001,TNPO3
C015001,TNRC18
C015001,TNRC6A
C015001,TNS4
C015001,TOMM22
C015001,TOMM5
C015001,TOMM6
C015001,TOMM7
C015001,TONSL
C015001,TOP2A
C015001,TOP2B
C015001,TOR1AIP1
C015001,TP53
C015001,TP53BP2
C015001,TPCN1
C015001,TPD52
C015001,TPI1
C015001,TPK1
C015001,TPM3
C015001,TPM4
C015001,TPP2
C015001,TPRKB
C015001,TPT1
C015001,TPX2
C015001,TRANK1
C015001,TRAPPC10
C015001,TRAPPC2L
C015001,TRAPPC5
C015001,TRAPPC8
C015001,TRHDE
C015001,TRIM25
C015001,TRIM28
C015001,TRIM38
C015001,TRIM5
C015001,TRIM67
C015001,TRIM69
C015001,TRIM9
C015001,TRIO
C015001,TRIP11
C015001,TRIP12
C015001,TRMT112
C015001,TRPS1
C015001,TRRAP
C015001,TRUB1
C015001,TSG101
C015001,TSPO
C015001,TSR2
C015001,TTC1
C015001,TTC23
C015001,TTC28
C015001,TTC33
C015001,TTLL5
C015001,TUBA1B
C015001,TUBA1C
C015001,TUBA3C
C015001,TUBB
C015001,TUBB4A
C015001,TUBB4B
C015001,TUBGCP3
C015001,TUSC2
C015001,TXLNB
C015001,TXN
C015001,TXNDC9
C015001,TXNL1
C015001,TXNL4A
C015001,TXNRD1
C015001,TYSND1
C015001,TYW1
C015001,UACA
C015001,UBA2
C015001,UBA52
C015001,UBALD2
C015001,UBAP2L
C015001,UBB
C015001,UBE2B
C015001,UBE2C
C015001,UBE2D2
C015001,UBE2E1
C015001,UBE2E2
C015001,UBE2E3
C015001,UBE2H
C015001,UBE2N
C015001,UBE2S
C015001,UBE2V2
C015001,UBE3A
C015001,UBE3C
C015001,UBE4B
C015001,UBL5
C015001,UBN2
C015001,UBR2
C015001,UBR4
C015001,UBR5
C015001,UBXN1
C015001,UBXN2A
C015001,UFC1
C015001,UFL1
C015001,UGGT1
C015001,UGP2
C015001,UHMK1
C015001,UHRF2
C015001,ULBP1
C015001,ULK1
C015001,UMPS
C015001,UNC119B
C015001,UQCC2
C015001,UQCR10
C015001,UQCRB
C015001,UQCRC1
C015001,UQCRH
C015001,UQCRQ
C015001,UROD
C015001,USP12
C015001,USP25
C015001,USP32P1
C015001,USP35
C015001,USP39
C015001,USP4
C015001,USP42
C015001,USP46
C015001,USP47
C015001,USP48
C015001,USP53
C015001,USP7
C015001,USP9X
C015001,UTP11
C015001,UTP15
C015001,UVRAG
C015001,UXT
C015001,VAMP4
C015001,VAPA
C015001,VASH2
C015001,VAV2
C015001,VDAC2
C015001,VDAC3
C015001,VIM
C015001,VPS13A
C015001,VPS13C
C015001,VPS13D
C015001,VPS29
C015001,VPS41
C015001,VPS53
C015001,VPS54
C015001,VPS8
C015001,VTA1
C015001,WAC
C015001,WAPL
C015001,WASHC3
C015001,WASHC4
C015001,WASHC5
C015001,WDFY1
C015001,WDFY3
C015001,WDHD1
C015001,WDR11
C015001,WDR44
C015001,WDR5
C015001,WDR54
C015001,WDR62
C015001,WDR70
C015001,WDR75
C015001,WDR89
C015001,WNK1
C015001,WRN
C015001,WWC3
C015001,XBP1
C015001,XDH
C015001,XPO4
C015001,XPOT
C015001,XPR1
C015001,XRCC6
C015001,XRN1
C015001,YAP1
C015001,YBX1
C015001,YDJC
C015001,YEATS2
C015001,YEATS4
C015001,YJU2
C015001,YLPM1
C015001,YME1L1
C015001,YPEL2
C015001,YPEL5
C015001,YTHDC1
C015001,YWHAB
C015001,YWHAE
C015001,YWHAQ
C015001,ZBTB38
C015001,ZBTB49
C015001,ZC3H11A
C015001,ZC3H12C
C015001,ZC3H7A
C015001,ZCCHC10
C015001,ZCCHC14
C015001,ZCCHC17
C015001,ZCCHC2
C015001,ZCCHC24
C015001,ZCCHC7
C015001,ZCRB1
C015001,ZDHHC17
C015001,ZEB1
C015001,ZEB2
C015001,ZFAND1
C015001,ZFAND2A
C015001,ZFAND6
C015001,ZFAT
C015001,ZFP1
C015001,ZFP36
C015001,ZFP82
C015001,ZFPL1
C015001,ZFR
C015001,ZFX
C015001,ZFYVE16
C015001,ZFYVE26
C015001,ZFYVE9
C015001,ZKSCAN1
C015001,ZMIZ1
C015001,ZMYM1
C015001,ZMYM2
C015001,ZMYM4
C015001,ZMYND8
C015001,ZNF106
C015001,ZNF133
C015001,ZNF136
C015001,ZNF14
C015001,ZNF142
C015001,ZNF160
C015001,ZNF165
C015001,ZNF17
C015001,ZNF185
C015001,ZNF217
C015001,ZNF277
C015001,ZNF284
C015001,ZNF317
C015001,ZNF318
C015001,ZNF331
C015001,ZNF37A
C015001,ZNF37BP
C015001,ZNF385D
C015001,ZNF407
C015001,ZNF415
C015001,ZNF426
C015001,ZNF430
C015001,ZNF432
C015001,ZNF443
C015001,ZNF45
C015001,ZNF462
C015001,ZNF468
C015001,ZNF490
C015001,ZNF507
C015001,ZNF525
C015001,ZNF543
C015001,ZNF558
C015001,ZNF567
C015001,ZNF593
C015001,ZNF598
C015001,ZNF605
C015001,ZNF610
C015001,ZNF611
C015001,ZNF614
C015001,ZNF615
C015001,ZNF616
C015001,ZNF638
C015001,ZNF669
C015001,ZNF684
C015001,ZNF699
C015001,ZNF704
C015001,ZNF711
C015001,ZNF721
C015001,ZNF75A
C015001,ZNF799
C015001,ZNF800
C015001,ZNF845
C015001,ZNF846
C015001,ZNFX1
C015001,ZRANB1
C015001,ZRANB2
C015001,ZSWIM6
C015001,ZWINT
C015001,ZXDC
C015001,ZYG11B
C015001,ZYX
C015001,ZZEF1
C015001,ZZZ3
D000077549,NR1I3
C031327,NR1I2
C031327,NR1I3
C039060,ACTG1
C039060,ALB
C039060,ALDH7A1
C039060,ANXA2
C039060,ATP5F1A
C039060,ATP5MG
C039060,ATP5PO
C039060,CAST
C039060,CCT3
C039060,CFL1
C039060,CLIC1
C039060,CSRP1
C039060,DPYSL2
C039060,DSP
C039060,EEF1A1
C039060,ENO1
C039060,FLNA
C039060,FTO
C039060,G6PD
C039060,GAPDH
C039060,GPI
C039060,HNRNPA2B1
C039060,HNRNPD
C039060,HNRNPK
C039060,HP1BP3
C039060,HSPA8
C039060,IQGAP1
C039060,KEAP1
C039060,KHSRP
C039060,LDHA
C039060,LDHB
C039060,LGALS1
C039060,MAP4
C039060,MDH1
C039060,NPEPPS
C039060,NPM1
C039060,PFN1
C039060,PGK1
C039060,PKM
C039060,PPIA
C039060,PRDX1
C039060,RPL10
C039060,RPL14
C039060,RPL18
C039060,RPL23A
C039060,RPL35
C039060,RPL4
C039060,RPS13
C039060,RPS17
C039060,RPS18
C039060,RPS19
C039060,RPS28
C039060,RPS5
C039060,RPS6
C039060,RPS8
C039060,RPS9
C039060,SF1
C039060,SFPQ
C039060,SNRPD2
C039060,SRP14
C039060,SRSF4
C039060,TAGLN
C039060,TAGLN2
C039060,TPI1
C039060,TPM1
C039060,TUBA1A
C039060,VIM
C039060,ZYX
D000077332,AR
D000077332,ESR1
D000077332,PGR
D000077332,TP53
D000077332,TPT1
C121153,CNR1
C121153,FAAH
C121153,TRPV1
C011669,A2M
C011669,ABCC1
C011669,ACSL5
C011669,ACTN2
C011669,AFP
C011669,ALB
C011669,ALDOA
C011669,AMHR2
C011669,ANXA1
C011669,APOA1
C011669,ASCL1
C011669,BMP4
C011669,BMP5
C011669,CDC20
C011669,CDH10
C011669,CEACAM6
C011669,CIDEC
C011669,COL3A1
C011669,CRYAB
C011669,CYP24A1
C011669,CYP26B1
C011669,CYP3A5
C011669,DCC
C011669,DCN
C011669,DCX
C011669,DHRS9
C011669,DNAJB1
C011669,EBF3
C011669,ECSCR
C011669,EGLN3
C011669,ELAVL3
C011669,ELAVL4
C011669,EMX2
C011669,ESRG
C011669,FABP1
C011669,FAH
C011669,FBXO32
C011669,FGB
C011669,FGF7
C011669,FGG
C011669,FLRT3
C011669,FLT1
C011669,FOXD3
C011669,FOXG1
C011669,GADD45A
C011669,GATA6
C011669,GCLC
C011669,GCLM
C011669,GPR183
C011669,GPX2
C011669,GRIA2
C011669,GRIA3
C011669,GSTA1
C011669,GSTA2
C011669,GSTO1
C011669,H2BC14
C011669,HAND2
C011669,HAVCR1
C011669,HES5
C011669,HMGCS2
C011669,HMOX1
C011669,HOXA1
C011669,HOXB3
C011669,HOXD4
C011669,HOXD8
C011669,HSD3B1
C011669,IFI44
C011669,IGFBP7
C011669,IL1R1
C011669,INHBA
C011669,ISL1
C011669,KEAP1
C011669,KRT6A
C011669,LCK
C011669,LEF1
C011669,LUM
C011669,MAFG
C011669,MLIP
C011669,MMP1
C011669,MPZL1
C011669,MYL4
C011669,NEUROG2
C011669,NQO1
C011669,NR2F1
C011669,NR2F2
C011669,OLIG2
C011669,OTX2
C011669,PDE1A
C011669,PLN
C011669,POU5F1
C011669,RARA
C011669,RBM20
C011669,RRAD
C011669,SCARB1
C011669,SCN2A
C011669,SEMA3C
C011669,SERPINA1
C011669,SFRP2
C011669,SH3BP5
C011669,SLCO2B1
C011669,SOX1
C011669,SOX2
C011669,SPTSSB
C011669,SQSTM1
C011669,SRXN1
C011669,STMN2
C011669,TBX2
C011669,TF
C011669,TFAP2A
C011669,TFAP2B
C011669,TM4SF4
C011669,TTR
C011669,TXNRD1
C011669,UGT2A3
C011669,VCAM1
C011669,VGLL1
C011669,VTN
C011669,ZFAND2A
D001205,A2M
D001205,ABCC1
D001205,ACSL5
D001205,ACTN2
D001205,AFP
D001205,AGT
D001205,ALB
D001205,ALDOA
D001205,AMHR2
D001205,ANXA1
D001205,APOA1
D001205,APP
D001205,ASCL1
D001205,BGLAP3
D001205,BMP4
D001205,BMP5
D001205,CAT
D001205,CDC20
D001205,CDH10
D001205,CEACAM6
D001205,CIDEC
D001205,COL3A1
D001205,CRYAB
D001205,CYP24A1
D001205,CYP26B1
D001205,CYP3A5
D001205,DCC
D001205,DCN
D001205,DCX
D001205,DHRS9
D001205,DNAJB1
D001205,EBF3
D001205,ECSCR
D001205,EGLN3
D001205,ELAVL3
D001205,ELAVL4
D001205,EMX2
D001205,ESRG
D001205,FABP1
D001205,FAH
D001205,FBXO32
D001205,FGB
D001205,FGF1
D001205,FGF7
D001205,FGG
D001205,FLRT3
D001205,FLT1
D001205,FOXD3
D001205,FOXG1
D001205,GADD45A
D001205,GAPDH
D001205,GATA6
D001205,GCLM
D001205,GPR183
D001205,GPX2
D001205,GRIA2
D001205,GRIA3
D001205,GSTA1
D001205,GSTA2
D001205,GSTO1
D001205,GSTP1
D001205,H2BC14
D001205,HAND2
D001205,HAVCR1
D001205,HES5
D001205,HGF
D001205,HIF1A
D001205,HMGCS2
D001205,HOXA2
D001205,HOXB3
D001205,HOXD4
D001205,HOXD8
D001205,HSD3B1
D001205,IGFBP7
D001205,IL1R1
D001205,INHBA
D001205,ISL1
D001205,KEAP1
D001205,KRT6A
D001205,LCK
D001205,LEF1
D001205,LUM
D001205,MAFG
D001205,MLIP
D001205,MMP1
D001205,MPZL1
D001205,MT3
D001205,MYL4
D001205,NFE2L2
D001205,NFKB1
D001205,NQO1
D001205,NR2F1
D001205,NR2F2
D001205,OLIG2
D001205,OTX2
D001205,PDE1A
D001205,PLN
D001205,PON1
D001205,PON2
D001205,POU5F1
D001205,RBM20
D001205,RELA
D001205,RRAD
D001205,S100A2
D001205,S100A4
D001205,S100B
D001205,SCARB1
D001205,SCN2A
D001205,SEMA3C
D001205,SERPINA1
D001205,SFRP2
D001205,SH3BP5
D001205,SLCO2B1
D001205,SOD3
D001205,SOX1
D001205,SOX2
D001205,SPTSSB
D001205,SQSTM1
D001205,SRXN1
D001205,STMN2
D001205,TBX2
D001205,TF
D001205,TFAP2A
D001205,TM4SF4
D001205,TTR
D001205,TXNRD1
D001205,UGT2A3
D001205,VCAM1
D001205,VGLL1
D001205,VHL
D001205,VTN
D001205,WNT3A
D001205,ZFAND2A
C022870,ACHE
C022870,BCHE
D001218,TAS1R1
D001218,TAS1R2
D001218,TAS1R3
D001241,ADK
D001241,ALB
D001241,ALDH1A1
D001241,BIRC5
D001241,CALM1
D001241,CEBPB
D001241,E2F1
D001241,FOSL1
D001241,GSTA2
D001241,H4C16
D001241,HDAC3
D001241,IFNG
D001241,IKBKB
D001241,IL12A
D001241,IL12B
D001241,IL4
D001241,ITGA2B
D001241,ITGB2
D001241,ITGB3
D001241,JUN
D001241,LDLR
D001241,NFKB1
D001241,NOS3
D001241,PLAUR
D001241,PTGS1
D001241,PYGL
D001241,RELA
D001241,SAT1
D001241,SNCA
D001241,TNF
D000068342,ITGA2B
D000068342,ITGB3
D016589,HRH1
D016589,KCNH1
D016589,KCNH2
D016589,MAPT
C104416,CRHR1
C104416,CRHR2
C120841,CRHR1
C120841,CRHR2
D000069446,ALB
D001262,ADRB1
D001262,ADRB2
D001262,ADRB3
D001262,FKBP1B
D001262,MAPK1
D001262,MAPK3
D001262,PTGS2
D001262,RYR2
C050701,ADRA2A
C431129,ADORA2A
D000069059,ABCC2
D000069059,HMGCR
D000069059,ITGA2
D000069059,ITGB1
D000069059,NR1I2
D000069059,PPARA
C047046,OXTR
C046196,DRD2
D001279,CHRNA3
D001279,CHRNA4
D001279,CHRNB2
D001279,CHRNB4
D000077868,EDN1
D000077868,EDNRA
D001285,CHRM1
D001285,CHRM2
D001285,CHRM2A
D001285,CHRM3
D001285,CHRM4
D001285,CHRM5
D001285,CHRNA4
D001285,CHRNB2
D001285,GLRA1
D001285,GRM4
D001285,KCNJ3
D001285,OPRL1
D001285,PNOC
D001285,PPARA
D001310,ALB
D001310,TLR4
C100697,ADRB3
D001374,AHR
D001374,AQP5
D001374,CCNA1
D001374,CREB1
D001374,CYP1A1
D001374,DNMT1
D001374,DNMT3A
D001374,DNMT3B
D001374,ETS1
D001374,H3-4
D001374,H4C16
D001374,KIR2DL2
D001374,KIR2DL4
D001374,MECP2
D001374,MIR497
D001374,PPP2CA
D001374,RUNX1
D001374,SP1
C010329,ESR1
C010329,ESR2
C006656,HRH1
D001379,IL12A
D001379,IL12B
D001379,MAPK1
D001379,MAPK3
D001379,RAC1
D001379,STAT3
D001379,TSC2
C020976,HRH1
D001381,DRD2
D001381,HTR3A
C521273,BAX
C521273,BCL2L1
C521273,CASP9
C087670,NR1I2
D001414,ACHE
D001418,GABBR1
D001418,GABBR2
C006680,AFP
C006680,AHR
C006680,APP
C006680,CYP1B1
C006680,SNCA
C038044,HNF1A
C038044,HNF4A
C012765,MYOD1
C012765,MYOG
C012765,SMARCD3
C012765,TCF3
C480588,GUCY1A1
C480588,GUCY1B1
C518875,ADORA2B
C071435,CYSLTR1
C071435,CYSLTR2
C071435,IL12A
C071435,IL12B
C447119,ESR1
C447119,ESR2
C084553,CCKBR
C085527,SIGMAR1
C010652,ADRA1A
C010652,ADRA1B
C010652,ADRA1D
D001507,NR3C1
C473959,HTR1A
C006034,ADRB1
C006034,ADRB2
C042253,CHRNA4
C042253,HTR3A
C061004,NCOA2
C061004,NR1H4
D001544,KCNH1
C037689,CTSD
C037689,CXCR1
C037689,CXCR2
C037689,DRD2
C037689,DRD3
C037689,DRD4
C037689,ESR1
C037689,GABRA4
C037689,GABRB2
C037689,GABRB3
C037689,GABRD
C037689,GCK
C037689,MOR
C037689,MPL
C037689,MYC
C037689,NCOA3
C037689,PARP1
C037689,SLC6A9
C037689,TFF1
C037689,TNF
D001549,DRD2
D001549,GRM5
D001549,HTR1A
D001549,HTR2A
D001549,HTR3A
D001549,KCNH1
D001549,PPARA
D001549,PPARG
D001549,SIGMAR1
C013407,AOC1
C013407,SCNN1A
C013407,SCNN1B
C013407,SCNN1G
D001553,AKR1C1
D001553,CYP2C19
D001553,CYP2C9
D001553,PPARA
D001553,PPARG
D001562,DRD2
D001562,HTR2A
D001562,KCNQ2
D001562,KCNQ3
D001564,A4GALT
D001564,ABCA14
D001564,ABCB9
D001564,ABCC8
D001564,ABHD15
D001564,ABHD4
D001564,ABHD8
D001564,ABLIM2
D001564,ACADSB
D001564,ACBD4
D001564,ACD
D001564,ACIN1
D001564,ACKR1
D001564,ACOT6
D001564,ACP1
D001564,ACSM2
D001564,ACY3
D001564,ADAM1A
D001564,ADAP2
D001564,ADCY1
D001564,ADCY3
D001564,ADCY7
D001564,ADORA2A
D001564,ADORA3
D001564,ADRA2A
D001564,ADRB2
D001564,AFAP1
D001564,AGPAT3
D001564,AGT
D001564,AHR
D001564,AHR2A
D001564,AIF1
D001564,AIFM1
D001564,AK1
D001564,AK2
D001564,AKAP3
D001564,AKR1E1
D001564,ALB
D001564,ALDH3A1
D001564,ALKBH3
D001564,ALOX5
D001564,ALPPL2
D001564,AMH
D001564,AMIGO3
D001564,AMN
D001564,ANG2
D001564,ANKRD2
D001564,ANXA4
D001564,APOBEC2
D001564,APOF
D001564,APP
D001564,AR
D001564,ARF2
D001564,ARHGDIA
D001564,ARL4D
D001564,ARNT
D001564,ASB6
D001564,ASIC2
D001564,ASNS
D001564,ASPHD1
D001564,ASPSCR1
D001564,ATP2B2
D001564,ATP6AP1
D001564,AVP
D001564,AXL
D001564,B3GAT1
D001564,BAMBI
D001564,BBS7
D001564,BCL11B
D001564,BDKRB2
D001564,BHMT2
D001564,BMP8A
D001564,BNC2
D001564,BOC
D001564,BOP1
D001564,BPIFA5
D001564,BPIFB5
D001564,BRCA1
D001564,C1QTNF5
D001564,CACNA1C
D001564,CACNG5
D001564,CAMK2B
D001564,CAMKK2
D001564,CARMIL2
D001564,CAT
D001564,CBFA2T3
D001564,CBLN4
D001564,CCDC107
D001564,CCDC116
D001564,CCDC163
D001564,CCDC28B
D001564,CCDC88C
D001564,CCL1
D001564,CCL2
D001564,CCN1
D001564,CCN5
D001564,CCNA2
D001564,CCR1L1
D001564,CD160
D001564,CD248
D001564,CD70
D001564,CD79B
D001564,CD93
D001564,CD99L2
D001564,CDH4
D001564,CDK2
D001564,CDK9
D001564,CDKN1A
D001564,CDKN1B
D001564,CDKN2D
D001564,CELF4
D001564,CEND1
D001564,CEP72
D001564,CHCHD7
D001564,CHDH
D001564,CHI3L1
