GeneSymbol,DiseaseID,InferenceScore
CYP2D6,MESH:D020149,1
CYP2D6,MESH:D009127,1
CYP2D6,MESH:D009395,1
CYP2D6,MESH:D010300,1
CYP2D6,MESH:D011297,1
CYP2D6,MESH:D020018,1
CYP2D6,MESH:D019966,1
CYP2D6,MESH:D014202,1
CYP2D6,MESH:D015430,1
CYP2E1,MESH:D000230,1
CYP2E1,MESH:D000437,1
CYP2E1,MESH:D001249,1
CYP2E1,MESH:D006528,1
CYP2E1,MESH:D002289,1
CYP2E1,MESH:D006332,1
CYP2E1,MESH:D056486,1
CYP2E1,MESH:D003875,1
CYP2E1,MESH:D064420,1
CYP2E1,MESH:D005234,1
CYP2E1,MESH:D005235,1
CYP2E1,MESH:D008104,1
CYP2E1,MESH:D008113,1
CYP2E1,MESH:D008114,1
CYP2E1,MESH:D008175,1
CYP2E1,MESH:D008228,1
CYP2E1,MESH:D048629,1
CYP2E1,MESH:D009336,1
CYP2E1,MESH:D009361,1
CYP2E1,MESH:D065626,1
CYP2E1,MESH:D009765,1
CYP2E1,MESH:D010300,1
CYP2E1,MESH:D054198,1
CYP2E1,MESH:D011471,1
CYP2F2,MESH:D008114,1
CYP2K18,MESH:D056486,1
CYP2R1,MESH:D001851,1
CYP2R1,MESH:D008103,1
CYP2S1,MESH:D011565,1
CYP2T1,MESH:D008106,1
CYP39A1,MESH:D006528,1
CYP3A11,MESH:D002779,1
CYP3A11,MESH:D003921,1
CYP3A11,MESH:D008106,1
CYP3A13,MESH:D008106,1
CYP3A16,MESH:D008114,1
CYP3A18,MESH:D009401,1
CYP3A2,MESH:D003924,1
CYP3A2,MESH:D007249,1
CYP3A23-3A1,MESH:D058186,1
CYP3A23-3A1,MESH:D056486,1
CYP3A23-3A1,MESH:D003924,1
CYP3A23-3A1,MESH:D007249,1
CYP3A37,MESH:D004927,1
CYP3A4,MESH:D001943,1
CYP3A4,MESH:D056486,1
CYP3A4,MESH:D006526,1
CYP3A4,MESH:D012516,1
CYP3A4,MESH:D011471,1
CYP3A4,MESH:D016171,1
CYP3A43,MESH:D011471,1
CYP3A5,MESH:D000075222,1
CYP3A5,MESH:D007674,1
CYP3A5,MESH:D020258,1
CYP3A5,MESH:D011471,1
CYP3A5,MESH:D013927,1
CYP3A62,MESH:D015427,1
CYP3A9,MESH:D008106,1
CYP3A9,MESH:D009401,1
CYP3A9,MESH:D015427,1
CYP46A1,MESH:D000544,1
CYP4A10,MESH:D003921,1
CYP4A10,MESH:D006973,1
CYP4A11,MESH:D006528,1
CYP4A14,MESH:D002779,1
CYP4A14,MESH:D003921,1
CYP4A14,MESH:D006520,1
CYP4A3,MESH:D006332,1
CYP4A3,MESH:D056486,1
CYP4B1,MESH:D001749,1
CYP4F2,MESH:D006973,1
CYP4F3,MESH:D011041,1
CYP7A1,MESH:D002779,1
CYP7A1,MESH:D006937,1
CYP7B1,MESH:D000230,1
CYP7B1,MESH:D002779,1
CYP7B1,MESH:D005234,1
CYP7B1,MESH:D008107,1
CYP7B1,MESH:D011471,1
CYP8B1,MESH:D056486,1
CYP8B1,MESH:D002779,1
CYRIA,MESH:D008106,1
CYRIB,MESH:D054144,1
CYRIB,MESH:D008106,1
CYSLTR1,MESH:D055963,1
CYSLTR1,MESH:D004342,1
CYSLTR1,MESH:D005596,1
CYSLTR2,MESH:D055963,1
CYSLTR2,MESH:D004342,1
CYSLTR2,MESH:D011658,1
CYSLTR2,MESH:C536494,1
CYSTM1,MESH:D008106,1
CYTB,MESH:D017241,1
CYTH1,MESH:D001281,1
D2HGDH,MESH:C535306,1
DAAM2,MESH:D010024,1
DAB1,MESH:D001321,1
DAB2IP,MESH:D017544,1
DAB2IP,MESH:D008175,1
DAB2IP,MESH:D009203,1
DAB2IP,MESH:D016491,1
DAB2IP,MESH:D011471,1
DAB2IP,MESH:D011655,1
DACT1,MESH:D015179,1
DACT2,MESH:D008113,1
DACT3,MESH:D011085,1
DAF-16,MESH:D003643,1
DAF-2,MESH:D000860,1
DAG1,MESH:D007835,1
DAG1,MESH:D011471,1
DAO,MESH:D001321,1
DAO,MESH:D008106,1
DAO,MESH:D012559,1
DAOA,MESH:D012559,1
DAP,MESH:D003093,1
DAP3,MESH:D001943,1
DAPK1,MESH:D000230,1
DAPK1,MESH:D001171,1
DAPK1,MESH:D001932,1
DAPK1,MESH:D002289,1
DAPK1,MESH:D002292,1
DAPK1,MESH:D002295,1
DAPK1,MESH:D015470,1
DAPK1,MESH:D008175,1
DAPK1,MESH:D009190,1
DAPK1,MESH:D009362,1
DAPK1,MESH:D016609,1
DAPK1,MESH:D010523,1
DAPK1,MESH:D012140,1
DAPK1,MESH:D012468,1
DAPK2,MESH:D006529,1
DAPK2,MESH:D015473,1
DAPP1,MESH:D010003,1
DAT-1,MESH:D020149,1
DAT-1,MESH:D009410,1
DAXX,MESH:D018268,1
DAXX,MESH:D018358,1
DAXX,MESH:D010190,1
DAZL,MESH:C563236,1
DBH,MESH:D006528,1
DBH,MESH:D009447,1
DBH,MESH:D010259,1
DBH,MESH:D010673,1
DBI,MESH:D002277,1
DBI,MESH:D015674,1
DBI,MESH:D008325,1
DBNDD2,MESH:D008106,1
DBR1,MESH:D000690,1
DBT,MESH:D056486,1
DBX1,MESH:C531617,1
DCAF4L2,MESH:D006528,1
DCAF6,MESH:D011471,1
DCAF7,MESH:D019465,1
DCBLD1,MESH:D008545,1
DCBLD2,MESH:D011085,1
DCBLD2,MESH:D013274,1
DCC,MESH:D015179,1
DCC,MESH:D004938,1
DCC,MESH:D008607,1
DCC,MESH:D008545,1
DCD,MESH:D008113,1
DCLK1,MESH:D015179,1
DCN,MESH:D006528,1
DCN,MESH:D016889,1
DCN,MESH:D005355,1
DCN,MESH:D017202,1
DCN,MESH:D009395,1
DCSTAMP,MESH:D019969,1
DCSTAMP,MESH:D004715,1
DCSTAMP,MESH:D010001,1
DCTN1,MESH:C531617,1
DCTN1,MESH:D007040,1
DCTN1,MESH:D019964,1
DCTN1,MESH:D020734,1
DCTN4,MESH:D003550,1
DCTN4,MESH:D011552,1
DCXR,MESH:D008106,1
DCXR,MESH:D009765,1
DCXR,MESH:D011471,1
DDAH1,MESH:D008107,1
DDAH2,MESH:D003324,1
DDAH2,MESH:D011225,1
DDB1,MESH:D056486,1
DDB1,MESH:D018450,1
DDB1,MESH:D013274,1
DDC,MESH:D008106,1
DDC,MESH:D001523,1
DDC,MESH:D009410,1
DDC,MESH:D010300,1
DDC,MESH:D020734,1
DDC,MESH:D010673,1
DDHD1,MESH:D000067877,1
DDHD2,MESH:D012559,1
DDIT3,MESH:D001171,1
DDIT3,MESH:D001943,1
DDIT3,MESH:D003877,1
DDIT3,MESH:D003922,1
DDIT3,MESH:D005234,1
DDIT3,MESH:D007410,1
DDIT3,MESH:D009203,1
DDIT3,MESH:D009401,1
DDIT3,MESH:D009765,1
DDIT3,MESH:D009798,1
DDIT3,MESH:D013119,1
DDIT3,MESH:D014456,1
DDIT4,MESH:D001172,1
DDIT4,MESH:D007938,1
DDIT4,MESH:D009059,1
DDIT4,MESH:D009410,1
DDIT4,MESH:D010300,1
DDIT4L,MESH:D008545,1
DDO,MESH:D001259,1
DDO,MESH:D012735,1
DDO,MESH:D015430,1
DDR1,MESH:D000230,1
DDR1,MESH:D008175,1
DDR1,MESH:D008325,1
DDR1,MESH:D011471,1
DDR2,MESH:D000077192,1
DDR2,MESH:D014029,1
DDX1,MESH:D004714,1
DDX1,MESH:D019966,1
DDX11,MESH:D019457,1
DDX3X,MESH:D004827,1
DDX3X,MESH:D016399,1
DDX3X,MESH:D008527,1
DDX3X,MESH:D000086002,1
DDX3X,MESH:D065886,1
DDX3X,MESH:D010003,1
DDX5,MESH:D004715,1
DDX51,MESH:D000086002,1
DDX54,MESH:D008113,1
DDX54,MESH:D011085,1
DDX54,MESH:D011230,1
DDX6,MESH:D001172,1
DDX60,MESH:D007251,1
DEAF1,MESH:D008607,1
DEF4,MESH:D010300,1
DEF6,MESH:D008180,1
DEFA24,MESH:D003110,1
DEFA3,MESH:D015473,1
DEFA5,MESH:D018256,1
DEFA5,MESH:D003093,1
DEFA5,MESH:D003110,1
DEFA5,MESH:D005922,1
DEFA5,MESH:D015212,1
DEFA6,MESH:D003093,1
DEFAL1,MESH:D003110,1
DEFB1,MESH:D003877,1
DEFB1,MESH:D011471,1
DEFB4A,MESH:D011018,1
DEGS1,MESH:D011471,1
DEK,MESH:D001943,1
DEK,MESH:D004195,1
DEK,MESH:D009361,1
DEK,MESH:D009362,1
DENND1B,MESH:D003424,1
DENND1B,MESH:D008105,1
DEPDC1,MESH:D006528,1
DEPDC1B,MESH:D006528,1
DEPDC5,MESH:D006528,1
DEPDC7,MESH:D008106,1
DEPP1,MESH:D001943,1
DEPP1,MESH:D004715,1
DERL1,MESH:D013262,1
DES,MESH:D001281,1
DES,MESH:D001943,1
DES,MESH:D002277,1
DES,MESH:D005317,1
DES,MESH:D005921,1
DES,MESH:D065630,1
DES,MESH:D020138,1
DES,MESH:D015674,1
DES,MESH:D008325,1
DES,MESH:D009401,1
DES,MESH:D013274,1
DESI2,MESH:D010051,1
DEUP1,MESH:D002289,1
DEUP1,MESH:D005909,1
DFFB,MESH:D019457,1
DGAT1,MESH:D003967,1
DGAT2,MESH:D056486,1
DGAT2,MESH:D002779,1
DGCR2,MESH:D012559,1
DGCR8,MESH:D001523,1
DGCR8,MESH:D009396,1
DGKB,MESH:D001281,1
DGKD,MESH:D003924,1
DGKH,MESH:D003928,1
DGKK,MESH:D007021,1
DGKQ,MESH:D012859,1
DGKZ,MESH:D009203,1
DGUOK,MESH:D006975,1
DHCR24,MESH:D000544,1
DHCR24,MESH:D000067877,1
DHCR24,MESH:D011778,1
DHCR7,MESH:D001321,1
DHCR7,MESH:D001851,1
DHCR7,MESH:D004195,1
DHCR7,MESH:D015473,1
DHCR7,MESH:D008103,1
DHDH,MESH:D011471,1
DHFR,MESH:D000022,1
DHFR,MESH:D000749,1
DHFR,MESH:D001172,1
DHFR,MESH:D001321,1
DHFR,MESH:D001943,1
DHFR,MESH:D056486,1
DHFR,MESH:D015179,1
DHFR,MESH:D064420,1
DHFR,MESH:D005494,1
DHFR,MESH:D007247,1
DHFR,MESH:D008661,1
DHFR,MESH:D009362,1
DHFR,MESH:D009422,1
DHFR,MESH:D012516,1
DHFR,MESH:D010198,1
DHODH,MESH:D000755,1
DHODH,MESH:D017086,1
DHODH,MESH:D004915,1
DHRS3,MESH:D008106,1
DHRS7,MESH:D056486,1
DHRS7,MESH:D005234,1
DHRS7,MESH:D008106,1
DHRS7,MESH:D014029,1
DHRS9,MESH:D001724,1
DHTKD1,MESH:D008106,1
DHX15,MESH:D015470,1
DHX30,MESH:D011471,1
DHX38,MESH:D012174,1
DIABLO,MESH:D002545,1
DIABLO,MESH:D006816,1
DIABLO,MESH:D015428,1
DIABLO,MESH:D015207,1
DIABLO,MESH:D011471,1
DIAPH2-AS1,MESH:D000022,1
DICER1,MESH:D004715,1
DICER1,MESH:D008113,1
DICER1,MESH:D009845,1
DICER1,MESH:D009396,1
DIDO1,MESH:D000077277,1
DIO1,MESH:D008106,1
DIO1,MESH:D008661,1
DIO1,MESH:D013959,1
DIO2,MESH:D000067877,1
DIO2,MESH:D004715,1
DIO2,MESH:D008654,1
DIO2,MESH:D013959,1
DIO3,MESH:D000067877,1
DIO3,MESH:D001943,1
DIO3,MESH:D009362,1
DIO3,MESH:D000077273,1
DIO3OS,MESH:D000077273,1
DIP2A,MESH:D000067877,1
DIP2B,MESH:D064420,1
DIP2C,MESH:D055752,1
DIPK2A,MESH:D000067877,1
DIPK2A,MESH:D001321,1
DIPK2A,MESH:D008106,1
DIPK2B,MESH:D000067877,1
DIPK2B,MESH:D006528,1
DIRAS3,MESH:D006528,1
DISC1,MESH:D001008,1
DISC1,MESH:D020817,1
DISC1,MESH:D001321,1
DISC1,MESH:D003866,1
DISC1,MESH:D006948,1
DISC1,MESH:D008607,1
DISC1,MESH:D019957,1
DISC1,MESH:D010146,1
DISC1,MESH:D012559,1
DISC2,MESH:D012559,1
DISP1,MESH:D046152,1
DIXDC1,MESH:D001008,1
DIXDC1,MESH:D001321,1
DIXDC1,MESH:D001714,1
DIXDC1,MESH:D003866,1
DIXDC1,MESH:D012559,1
DJ-1BETA,MESH:D020734,1
DKK1,MESH:D001943,1
DKK1,MESH:D004715,1
DKK1,MESH:D050723,1
DLAT,MESH:D056486,1
DLAT,MESH:D017202,1
DLC1,MESH:D015179,1
DLC1,MESH:D009369,1
DLC1,MESH:D010051,1
DLC1,MESH:D013274,1
DLEU2,MESH:D015470,1
DLG1,MESH:D002972,1
DLG1,MESH:D012559,1
DLG2,MESH:D008545,1
DLG4,MESH:D000067877,1
DLG4,MESH:D065886,1
DLG4,MESH:D011085,1
DLGAP1,MESH:D065886,1
DLGAP2,MESH:D001321,1
DLGAP5,MESH:D006528,1
DLK1,MESH:D005317,1
DLK1,MESH:D009190,1
DLL1,MESH:D001932,1
DLL1,MESH:D001943,1
DLL3,MESH:D001254,1
DLL3,MESH:D000013,1
DLL3,MESH:D019465,1
DLL3,MESH:D010009,1
DLL3,MESH:D012600,1
DLL4,MESH:D001943,1
DLX1,MESH:D000067877,1
DLX1,MESH:D001321,1
DLX1,MESH:D019465,1
DLX2,MESH:D001321,1
DLX2,MESH:D019465,1
DLX4,MESH:D009361,1
DLX5,MESH:D001724,1
DLX5,MESH:D001848,1
DLX5,MESH:D019465,1
DLX6,MESH:D019465,1
DMBT1,MESH:D003110,1
DMD,MESH:D001259,1
DMD,MESH:D002114,1
DMD,MESH:D006332,1
DMD,MESH:D009202,1
DMD,MESH:D002311,1
DMD,MESH:D004195,1
DMD,MESH:D046152,1
DMD,MESH:D007890,1
DMD,MESH:D018908,1
DMD,MESH:D009136,1
DMD,MESH:D009137,1
DMD,MESH:D020388,1
DMD,MESH:D009336,1
DMD,MESH:D009361,1
DMD,MESH:D009362,1
DMD,MESH:D011085,1
DMD,MESH:D018233,1
DMD,MESH:D013226,1
DMD,MESH:D018754,1
DMPK,MESH:D009222,1
DMPK,MESH:D009223,1
DMRT1,MESH:D009373,1
DMRT1,MESH:D013736,1
DMXL1,MESH:D005910,1
DNAAF4,MESH:D007248,1
DNAH10,MESH:D001281,1
DNAH11,MESH:D003327,1
DNAH11,MESH:D050171,1
DNAH11,MESH:D015430,1
DNAH5,MESH:D001249,1
DNAH8,MESH:D019970,1
DNAH8,MESH:D010259,1
DNAH8,MESH:D019966,1
DNAJA1,MESH:D009059,1
DNAJB9,MESH:D056486,1
DNAJB9,MESH:D002779,1
DNAJC1,MESH:D008545,1
DNAJC10,MESH:D009369,1
DNAJC10,MESH:D011471,1
DNAJC12,MESH:D056486,1
DNAJC12,MESH:D002779,1
DNAJC15,MESH:D008545,1
DNAJC3,MESH:D011471,1
DNAJC6,MESH:D006528,1
DNAJC7,MESH:D015658,1
DNASE1,MESH:D000402,1
DNASE1,MESH:D008180,1
DNASE1,MESH:D011507,1
DNASE1,MESH:D018357,1
DNASE1L2,MESH:D011471,1
DNASE1L3,MESH:D001172,1
DNASE1L3,MESH:D006528,1
DNASE1L3,MESH:D008175,1
DNASE1L3,MESH:D008180,1
DNASE2A,MESH:D001169,1
DNASE2A,MESH:D013163,1
DNHD1,MESH:D002292,1
DNM1,MESH:D004283,1
DNM1,MESH:D004827,1
DNM1,MESH:D065886,1
DNM1L,MESH:D000140,1
DNM1L,MESH:D003384,1
DNM1L,MESH:D008831,1
DNM1L,MESH:D017237,1
DNM1L,MESH:D017202,1
DNM1L,MESH:D009205,1
DNM1L,MESH:D010300,1
DNM3,MESH:D007680,1
DNMT1,MESH:D000230,1
DNMT1,MESH:D001008,1
DNMT1,MESH:D001169,1
DNMT1,MESH:D001249,1
DNMT1,MESH:D001943,1
DNMT1,MESH:D002277,1
DNMT1,MESH:D021441,1
DNMT1,MESH:D003110,1
DNMT1,MESH:D003704,1
DNMT1,MESH:D034381,1
DNMT1,MESH:D008527,1
DNMT1,MESH:D009190,1
DNMT1,MESH:D009361,1
DNMT1,MESH:D019048,1
DNMT1,MESH:D011471,1
DNMT1,MESH:D013274,1
DNMT3A,MESH:D000067877,1
DNMT3A,MESH:D001943,1
DNMT3A,MESH:D019465,1
DNMT3A,MESH:D003424,1
DNMT3A,MESH:D006130,1
DNMT3A,MESH:D008607,1
DNMT3A,MESH:D007948,1
DNMT3A,MESH:D015470,1
DNMT3A,MESH:D054429,1
DNMT3A,MESH:D015473,1
DNMT3A,MESH:D008175,1
DNMT3A,MESH:D016410,1
DNMT3A,MESH:D016411,1
DNMT3A,MESH:D008831,1
DNMT3A,MESH:D009190,1
DNMT3A,MESH:D009364,1
DNMT3A,MESH:D012751,1
DNMT3B,MESH:D000067877,1
DNMT3B,MESH:D001943,1
DNMT3B,MESH:D002277,1
DNMT3B,MESH:D019465,1
DNMT3B,MESH:D007153,1
DNMT3B,MESH:D007247,1
DNMT3B,MESH:D009190,1
DNMT3B,MESH:D011471,1
DNMT3B,MESH:D013274,1
DOCK1,MESH:D019966,1
DOCK10,MESH:D008106,1
DOCK4,MESH:D001321,1
DOCK7,MESH:D008106,1
DOCK8,MESH:D002658,1
DOCK8,MESH:D008607,1
DOCK8,MESH:D007589,1
DOCK8,MESH:D009447,1
DOCK8,MESH:D065886,1
DOCK8,MESH:D012008,1
DOK1,MESH:D008175,1
DOK1,MESH:D010051,1
DOK2,MESH:D008175,1
DOK3,MESH:D008175,1
DONSON,MESH:D015179,1
DONSON,MESH:D008831,1
DOP1R2,MESH:D020734,1
DOT1L,MESH:D000077192,1
DOT1L,MESH:D015179,1
DOT1L,MESH:D011471,1
DPAGT1,MESH:D015179,1
DPAGT1,MESH:D018450,1
DPAGT1,MESH:D020294,1
DPAGT1,MESH:D013274,1
DPEP1,MESH:D010003,1
DPF3,MESH:D001281,1
DPP10,MESH:D000067877,1
DPP10,MESH:D008113,1
DPP10,MESH:D011230,1
DPP4,MESH:D018352,1
DPP4,MESH:D011507,1
DPP6,MESH:D000690,1
DPP6,MESH:D000067877,1
DPP7,MESH:D008106,1
DPP7,MESH:D009336,1
DPP9,MESH:D054990,1
DPPA3,MESH:D009373,1
DPT,MESH:D014648,1
DPYD,MESH:D000067877,1
DPYD,MESH:D001321,1
DPYD,MESH:D001943,1
DPYD,MESH:D006528,1
DPYD,MESH:D003110,1
DPYD,MESH:D015179,1
DPYD,MESH:D006258,1
DPYD,MESH:D056784,1
DPYD,MESH:D008175,1
DPYD,MESH:D009362,1
DPYD,MESH:D009422,1
DPYD,MESH:D009503,1
DPYD,MESH:D009765,1
DPYD,MESH:D010190,1
DPYD,MESH:D010523,1
DPYD,MESH:D012559,1
DPYD,MESH:D013274,1
DPYS,MESH:D008106,1
DPYSL2,MESH:D000544,1
DPYSL2,MESH:D010003,1
DPYSL2,MESH:D012563,1
DRAM1,MESH:D008106,1
DRAP1,MESH:D008545,1
DRAXIN,MESH:D010300,1
DRD1,MESH:D019969,1
DRD1,MESH:D001321,1
DRD1,MESH:D001714,1
DRD1,MESH:D002375,1
DRD1,MESH:D019970,1
DRD1,MESH:D004409,1
DRD1,MESH:D006948,1
DRD1,MESH:D007022,1
DRD1,MESH:D009069,1
DRD1,MESH:D010300,1
DRD1,MESH:D012559,1
DRD1,MESH:D012640,1
DRD2,MESH:D019969,1
DRD2,MESH:D001008,1
DRD2,MESH:D001289,1
DRD2,MESH:D001480,1
DRD2,MESH:D001919,1
DRD2,MESH:D002375,1
DRD2,MESH:D019970,1
DRD2,MESH:D003072,1
DRD2,MESH:D002658,1
DRD2,MESH:D007174,1
DRD2,MESH:D004409,1
DRD2,MESH:D020820,1
DRD2,MESH:D006556,1
DRD2,MESH:D006948,1
DRD2,MESH:D006966,1
DRD2,MESH:D006973,1
DRD2,MESH:D007022,1
DRD2,MESH:D008569,1
DRD2,MESH:D009069,1
DRD2,MESH:D010146,1
DRD2,MESH:D010300,1
DRD2,MESH:D020734,1
DRD2,MESH:D010911,1
DRD2,MESH:D012559,1
DRD2,MESH:D012640,1
DRD2,MESH:D019966,1
DRD2,MESH:D013375,1
DRD2,MESH:D013610,1
DRD2,MESH:D014029,1
DRD2,MESH:D015430,1
DRD3,MESH:D019969,1
DRD3,MESH:D001321,1
DRD3,MESH:D001480,1
DRD3,MESH:D019970,1
DRD3,MESH:D003072,1
DRD3,MESH:D007174,1
DRD3,MESH:D004409,1
DRD3,MESH:D005715,1
DRD3,MESH:D006930,1
DRD3,MESH:D006948,1
DRD3,MESH:D009069,1
DRD3,MESH:D012559,1
DRD3,MESH:D012640,1
DRD3,MESH:D005879,1
DRD4,MESH:D019969,1
DRD4,MESH:D001010,1
DRD4,MESH:D019958,1
DRD4,MESH:D001289,1
DRD4,MESH:D002659,1
DRD4,MESH:D012559,1
DRD4,MESH:D013981,1
DRD5,MESH:D001289,1
DRD5,MESH:D001714,1
DRD5,MESH:D001764,1
DRD5,MESH:D003866,1
DRD5,MESH:D011618,1
DRD5,MESH:D014103,1
DROSHA,MESH:D007248,1
DROSHA,MESH:D009396,1
DSC1,MESH:D008545,1
DSC2,MESH:D056486,1
DSC3,MESH:D001943,1
DSCAM,MESH:D006529,1
DSCAM,MESH:D065886,1
DSCAM,MESH:D019966,1
DSG1,MESH:D003872,1
DSG1,MESH:D006967,1
DSG1,MESH:D008659,1
DSP,MESH:C535581,1
DSP,MESH:D016757,1
DSP,MESH:D054990,1
DSP,MESH:D029424,1
DSP,MESH:D011658,1
DSPP,MESH:D002294,1
DSPP,MESH:D009062,1
DSTN,MESH:D004195,1
DSTN,MESH:D006333,1
DSTN,MESH:D020257,1
DTL,MESH:D006528,1
DTL,MESH:D012468,1
DTNBP1,MESH:D001523,1
DTNBP1,MESH:D012559,1
DTX1,MESH:D021441,1
DTX1,MESH:D009837,1
DTX2,MESH:D001932,1
DTX3,MESH:D001943,1
DTX4,MESH:D021441,1
DUS1L,MESH:D008106,1
DUSP1,MESH:D001171,1
DUSP1,MESH:D003877,1
DUSP1,MESH:D004715,1
DUSP1,MESH:D017202,1
DUSP1,MESH:D055013,1
DUSP10,MESH:D007249,1
DUSP16,MESH:D008106,1
DUSP2,MESH:D001171,1
DUSP28,MESH:D009103,1
DUSP3,MESH:D002289,1
DUSP4,MESH:D001171,1
DUSP5,MESH:D006973,1
DUSP6,MESH:D002277,1
DUSP6,MESH:D005909,1
DUSP6,MESH:D008106,1
DUSP6,MESH:D015674,1
DUSP6,MESH:D008325,1
DUSP6,MESH:D017202,1
DUX4,MESH:D015452,1
DUX4,MESH:D054198,1
DUX4L5,MESH:D011085,1
DUXAP10,MESH:D002471,1
DUXAP9,MESH:D006528,1
DYNC1H1,MESH:D008607,1
DYNC1H1,MESH:D054220,1
DYNC1H1,MESH:D008831,1
DYNC1H1,MESH:D000077273,1
DYNC1I1,MESH:D010523,1
DYNC1LI2,MESH:D015430,1
DYNC2H1,MESH:D001943,1
DYNLL1,MESH:D002545,1
DYRK1A,MESH:D004827,1
DYRK1A,MESH:D065886,1
DYRK1A,MESH:D010190,1
DYRK1B,MESH:D010051,1
DYRK2,MESH:D046152,1
DYSF,MESH:D001171,1
DYSF,MESH:D008106,1
DYSF,MESH:C537480,1
E2F1,MESH:D001943,1
E2F1,MESH:D006528,1
E2F1,MESH:D002289,1
E2F1,MESH:D056486,1
E2F1,MESH:D008545,1
E2F1,MESH:D009369,1
E2F2,MESH:D002289,1
E2F2,MESH:D018450,1
E2F3,MESH:D002289,1
E2F4,MESH:D018450,1
E2F5,MESH:D002289,1
E2F5,MESH:D018450,1
E2F6,MESH:D002289,1
E2F7,MESH:D002289,1
E2F7,MESH:D018450,1
E2F8,MESH:D006528,1
E2F8,MESH:D002289,1
E2F8,MESH:D018450,1
E2F8,MESH:D009362,1
E4F1,MESH:D002471,1
EAF2,MESH:D006528,1
EAF2,MESH:D008175,1
EAF2,MESH:D016393,1
EAF2,MESH:D011471,1
EAS,MESH:D010243,1
EAS,MESH:D012640,1
EBF1,MESH:D002471,1
EBF1,MESH:D008224,1
EBF1,MESH:D012128,1
EBI3,MESH:D013274,1
ECE1,MESH:D001342,1
ECE1,MESH:D019465,1
ECE1,MESH:D003924,1
ECE1,MESH:D000075222,1
ECE1,MESH:D006330,1
ECE1,MESH:D006973,1
ECHDC1,MESH:D056486,1
ECHDC1,MESH:D008545,1
ECHS1,MESH:D056486,1
ECHS1,MESH:D009765,1
ECHS1,MESH:D013274,1
ECM1,MESH:D000022,1
ECM1,MESH:D006528,1
ECM1,MESH:D003093,1
ECM1,MESH:D013274,1
ECM2,MESH:D000022,1
ECT2,MESH:D006528,1
ECT2,MESH:D008106,1
EDA,MESH:D008545,1
EDEM1,MESH:D056486,1
EDEM2,MESH:D012559,1
EDIL3,MESH:D010003,1
EDN1,MESH:D058186,1
EDN1,MESH:D055371,1
EDN1,MESH:D001145,1
EDN1,MESH:D001249,1
EDN1,MESH:D001281,1
EDN1,MESH:D001919,1
EDN1,MESH:D006332,1
EDN1,MESH:D009202,1
EDN1,MESH:D018376,1
EDN1,MESH:D002318,1
EDN1,MESH:D002357,1
EDN1,MESH:D002471,1
EDN1,MESH:D002561,1
EDN1,MESH:D019465,1
EDN1,MESH:D003865,1
EDN1,MESH:D003921,1
EDN1,MESH:D003924,1
EDN1,MESH:D007172,1
EDN1,MESH:D005767,1
EDN1,MESH:D005923,1
EDN1,MESH:D006330,1
EDN1,MESH:D006333,1
EDN1,MESH:D006530,1
EDN1,MESH:D006548,1
EDN1,MESH:D006930,1
EDN1,MESH:D006937,1
EDN1,MESH:D006973,1
EDN1,MESH:D006976,1
EDN1,MESH:D006984,1
EDN1,MESH:D017379,1
EDN1,MESH:D007022,1
EDN1,MESH:D020244,1
EDN1,MESH:D007249,1
EDN1,MESH:D007674,1
EDN1,MESH:D020961,1
EDN1,MESH:D008106,1
EDN1,MESH:D017202,1
EDN1,MESH:D015428,1
EDN1,MESH:D009401,1
EDN1,MESH:D009404,1
EDN1,MESH:D019226,1
EDN1,MESH:D010146,1
EDN1,MESH:D010300,1
EDN1,MESH:D010437,1
EDN1,MESH:D011225,1
EDN1,MESH:D047928,1
EDN1,MESH:D011658,1
EDN1,MESH:D051437,1
EDN1,MESH:D015427,1
EDN1,MESH:D012128,1
EDN1,MESH:D020521,1
EDN1,MESH:D013345,1
EDN1,MESH:D014517,1
EDN1,MESH:D053201,1
EDN1,MESH:D016055,1
EDN2,MESH:D001919,1
EDN2,MESH:D007022,1
EDN3,MESH:D001919,1
EDN3,MESH:D006973,1
EDN3,MESH:D007022,1
EDNRA,MESH:D019465,1
EDNRA,MESH:D003924,1
EDNRA,MESH:D018450,1
EDNRA,MESH:D007172,1
EDNRA,MESH:D006330,1
EDNRA,MESH:D006333,1
EDNRA,MESH:D006548,1
EDNRA,MESH:D006973,1
EDNRA,MESH:D009303,1
EDNRA,MESH:D010051,1
EDNRA,MESH:D020181,1
EDNRA,MESH:D020521,1
EDNRB,MESH:D001943,1
EDNRB,MESH:D003924,1
EDNRB,MESH:D006333,1
EDNRB,MESH:D006548,1
EDNRB,MESH:D006976,1
EDNRB,MESH:D009361,1
EDNRB,MESH:D009401,1
EDNRB,MESH:D013345,1
EED,MESH:D018317,1
EED,MESH:D009442,1
EEF1A1,MESH:D002277,1
EEF1A1,MESH:D015674,1
EEF1A1,MESH:D008325,1
EEF1A1,MESH:D013274,1
EEF1A2,MESH:D004827,1
EEF1A2,MESH:D065886,1
EEF1A2,MESH:D013274,1
EEF1B2,MESH:D001943,1
EEF1B2,MESH:D008607,1
EEF1B2,MESH:D009362,1
EEF2,MESH:D000230,1
EEF2,MESH:D001943,1
EEF2,MESH:D002292,1
EEF2,MESH:D008175,1
EEF2,MESH:D009361,1
