GeneSymbol,DiseaseID,InferenceScore
MTHFR,MESH:D006330,1
MTHFR,MESH:D006402,1
MTHFR,MESH:D020138,1
MTHFR,MESH:D006967,1
MTHFR,MESH:D007247,1
MTHFR,MESH:D007248,1
MTHFR,MESH:D007674,1
MTHFR,MESH:D015451,1
MTHFR,MESH:D056784,1
MTHFR,MESH:D007970,1
MTHFR,MESH:D008107,1
MTHFR,MESH:D008175,1
MTHFR,MESH:D008223,1
MTHFR,MESH:D008224,1
MTHFR,MESH:D008228,1
MTHFR,MESH:D019767,1
MTHFR,MESH:D008591,1
MTHFR,MESH:D052016,1
MTHFR,MESH:D009336,1
MTHFR,MESH:D009362,1
MTHFR,MESH:D009422,1
MTHFR,MESH:D009436,1
MTHFR,MESH:D009503,1
MTHFR,MESH:D010300,1
MTHFR,MESH:D054198,1
MTHFR,MESH:D011471,1
MTHFR,MESH:D011655,1
MTHFR,MESH:D012559,1
MTHFR,MESH:D012851,1
MTHFR,MESH:D012871,1
MTHFR,MESH:D013118,1
MTHFR,MESH:D016135,1
MTHFR,MESH:D013274,1
MTHFR,MESH:D020521,1
MTHFR,MESH:D013921,1
MTHFR,MESH:D019851,1
MTHFR,MESH:D013971,1
MTHFR,MESH:D001749,1
MTHFR,MESH:D002583,1
MTHFR,MESH:D014652,1
MTHFR,MESH:D020246,1
MTHFS,MESH:D002971,1
MTHFS,MESH:D002972,1
MTMR14,MESH:D000077216,1
MTMR4,MESH:D000086002,1
MTMR7,MESH:D008106,1
MTNR1A,MESH:D000067877,1
MTNR1A,MESH:D012164,1
MTNR1B,MESH:D000067877,1
MTNR1B,MESH:D003924,1
MTNR1B,MESH:D011085,1
MTOR,MESH:D000230,1
MTOR,MESH:D001943,1
MTOR,MESH:D006528,1
MTOR,MESH:D002289,1
MTOR,MESH:D002292,1
MTOR,MESH:D018288,1
MTOR,MESH:D003110,1
MTOR,MESH:D005909,1
MTOR,MESH:D006529,1
MTOR,MESH:D006973,1
MTOR,MESH:D017379,1
MTOR,MESH:D008207,1
MTOR,MESH:D020522,1
MTOR,MESH:D054220,1
MTOR,MESH:D008654,1
MTOR,MESH:D020258,1
MTOR,MESH:D010051,1
MTOR,MESH:D054218,1
MTOR,MESH:D011471,1
MTOR,MESH:D011658,1
MTOR,MESH:D012559,1
MTOR,MESH:D002583,1
MTPAP,MESH:D008545,1
MTPN,MESH:D056486,1
MTR,MESH:D001943,1
MTR,MESH:D002971,1
MTR,MESH:D002972,1
MTR,MESH:D064420,1
MTR,MESH:D005767,1
MTR,MESH:D006402,1
MTR,MESH:D007248,1
MTR,MESH:D056784,1
MTR,MESH:D008223,1
MTR,MESH:D008224,1
MTRFR,MESH:D017237,1
MTRR,MESH:D000236,1
MTRR,MESH:D015179,1
MTRR,MESH:D064420,1
MTRR,MESH:D006712,1
MTRR,MESH:D020138,1
MTRR,MESH:D007248,1
MTRR,MESH:D009422,1
MTRR,MESH:D054198,1
MTSS1,MESH:D001171,1
MTSS1,MESH:D013274,1
MTTP,MESH:D005234,1
MTTP,MESH:D065626,1
MUC1,MESH:D002471,1
MUC1,MESH:D000086382,1
MUC1,MESH:D008654,1
MUC1,MESH:D000086002,1
MUC1,MESH:D009101,1
MUC1,MESH:D010534,1
MUC1,MESH:D011230,1
MUC1,MESH:D013274,1
MUC12,MESH:D008175,1
MUC16,MESH:D008175,1
MUC16,MESH:D010051,1
MUC16,MESH:D011507,1
MUC19,MESH:D015212,1
MUC2,MESH:D000230,1
MUC2,MESH:D000236,1
MUC2,MESH:D007414,1
MUC2,MESH:D012004,1
MUC4,MESH:D000022,1
MUC4,MESH:D002292,1
MUC4,MESH:D011471,1
MUC5B,MESH:D054990,1
MUC6,MESH:D013274,1
MUC7,MESH:D001249,1
MUG1,MESH:D058186,1
MUG1,MESH:D064420,1
MUSK,MESH:D009157,1
MUTYH,MESH:D011125,1
MUTYH,MESH:D003110,1
MUTYH,MESH:D013274,1
MVK,MESH:D018771,1
MVK,MESH:D006528,1
MVK,MESH:D005076,1
MVK,MESH:D005334,1
MVK,MESH:D007249,1
MVK,MESH:D054078,1
MVP,MESH:D008106,1
MVP,MESH:D010003,1
MX1,MESH:D005199,1
MX1,MESH:D007251,1
MX1,MESH:D005585,1
MX1,MESH:D015470,1
MX1,MESH:D017202,1
MX1,MESH:D013274,1
MX2,MESH:D007251,1
MX2,MESH:D008545,1
MXD1,MESH:D017449,1
MXI1,MESH:D007674,1
MXI1,MESH:D011471,1
MXRA5,MESH:D002289,1
MYADM,MESH:D008106,1
MYB,MESH:D001249,1
MYB,MESH:D018450,1
MYB,MESH:D005910,1
MYB,MESH:D009447,1
MYB,MESH:D054218,1
MYBBP1A,MESH:D011471,1
MYBL1,MESH:D005910,1
MYBL1,MESH:D011085,1
MYBL2,MESH:D006528,1
MYBPC3,MESH:D006332,1
MYBPC3,MESH:D009202,1
MYBPC3,MESH:D002312,1
MYBPC3,MESH:D016757,1
MYBPC3,MESH:D004195,1
MYC,MESH:D000230,1
MYC,MESH:D000077192,1
MYC,MESH:D002051,1
MYC,MESH:D002277,1
MYC,MESH:D044584,1
MYC,MESH:D006528,1
MYC,MESH:D015266,1
MYC,MESH:D002289,1
MYC,MESH:D002294,1
MYC,MESH:D002312,1
MYC,MESH:D002471,1
MYC,MESH:D019457,1
MYC,MESH:D002971,1
MYC,MESH:D002972,1
MYC,MESH:D003110,1
MYC,MESH:D015179,1
MYC,MESH:D004195,1
MYC,MESH:D018450,1
MYC,MESH:D016889,1
MYC,MESH:D005234,1
MYC,MESH:D005909,1
MYC,MESH:D006394,1
MYC,MESH:D017379,1
MYC,MESH:D015470,1
MYC,MESH:D008106,1
MYC,MESH:D008113,1
MYC,MESH:D008114,1
MYC,MESH:D008175,1
MYC,MESH:D016403,1
MYC,MESH:D008527,1
MYC,MESH:D009190,1
MYC,MESH:D009362,1
MYC,MESH:D009369,1
MYC,MESH:D009447,1
MYC,MESH:D017599,1
MYC,MESH:D012516,1
MYC,MESH:D010051,1
MYC,MESH:D010190,1
MYC,MESH:D016891,1
MYC,MESH:D011471,1
MYC,MESH:D013274,1
MYC,MESH:D001749,1
MYC,MESH:D002583,1
MYCL,MESH:D008527,1
MYCL,MESH:D011471,1
MYCL,MESH:D055752,1
MYCN,MESH:D002280,1
MYCN,MESH:D002471,1
MYCN,MESH:D002869,1
MYCN,MESH:D006965,1
MYCN,MESH:D008527,1
MYCN,MESH:D009336,1
MYCN,MESH:D009447,1
MYCN,MESH:D054218,1
MYCN,MESH:D009396,1
MYD88,MESH:D002471,1
MYD88,MESH:D001651,1
MYD88,MESH:D004802,1
MYD88,MESH:D006973,1
MYD88,MESH:D007249,1
MYD88,MESH:D008224,1
MYD88,MESH:D016403,1
MYD88,MESH:D009361,1
MYD88,MESH:D011014,1
MYD88,MESH:D011657,1
MYD88,MESH:D015427,1
MYD88,MESH:D045169,1
MYD88,MESH:D008258,1
MYDGF,MESH:D007627,1
MYH10,MESH:D005923,1
MYH11,MESH:D015470,1
MYH11,MESH:D015479,1
MYH13,MESH:D010003,1
MYH14,MESH:D011471,1
MYH6,MESH:D001281,1
MYH6,MESH:D002311,1
MYH6,MESH:D002312,1
MYH6,MESH:D006330,1
MYH6,MESH:D054144,1
MYH6,MESH:D006344,1
MYH6,MESH:D012804,1
MYH7,MESH:D001281,1
MYH7,MESH:D002311,1
MYH7,MESH:D002312,1
MYH7,MESH:D023921,1
MYH7,MESH:D054144,1
MYH7,MESH:D006973,1
MYH7,MESH:D009203,1
MYH9,MESH:D001943,1
MYH9,MESH:D005923,1
MYH9,MESH:D006977,1
MYH9,MESH:D007676,1
MYH9,MESH:D009361,1
MYL1,MESH:D006335,1
MYL2,MESH:D002312,1
MYL4,MESH:D002312,1
MYL6B,MESH:D007627,1
MYL7,MESH:D002312,1
MYL9,MESH:D001929,1
MYL9,MESH:D008106,1
MYL9,MESH:D014652,1
MYLIP,MESH:D004715,1
MYLK,MESH:D055371,1
MYLK,MESH:D001929,1
MYLK,MESH:D005767,1
MYLK,MESH:D005901,1
MYLK,MESH:D005910,1
MYLK,MESH:D006937,1
MYLK,MESH:D006967,1
MYLK,MESH:D009361,1
MYLK,MESH:D009362,1
MYLK,MESH:D011014,1
MYLK,MESH:D014652,1
MYO10,MESH:D015430,1
MYO18B,MESH:D001281,1
MYO18B,MESH:D008175,1
MYO18B,MESH:D008654,1
MYO1B,MESH:D006529,1
MYO1B,MESH:D015430,1
MYO1C,MESH:D001281,1
MYO1C,MESH:D008106,1
MYO1D,MESH:D001321,1
MYO1E,MESH:D005923,1
MYO1F,MESH:D008106,1
MYO5A,MESH:D008106,1
MYO5A,MESH:D010523,1
MYO5B,MESH:D019969,1
MYO5B,MESH:D003967,1
MYO5B,MESH:D007410,1
MYO5B,MESH:D008113,1
MYO5B,MESH:D008661,1
MYO5C,MESH:D019966,1
MYO6,MESH:D019966,1
MYO7A,MESH:D008545,1
MYO9B,MESH:D002446,1
MYOC,MESH:D005901,1
MYOC,MESH:D005902,1
MYOC,MESH:D008106,1
MYOCD,MESH:D001281,1
MYOCD,MESH:D006332,1
MYOD1,MESH:D065630,1
MYOD1,MESH:D011297,1
MYOD1,MESH:D018233,1
MYOT,MESH:D001281,1
MYOT,MESH:D009202,1
MYOT,MESH:D018908,1
MYOT,MESH:D010523,1
MYOZ1,MESH:D001281,1
MYPN,MESH:D001281,1
MYT1L,MESH:D065886,1
MYZAP,MESH:D001171,1
N4BP2L2,MESH:D020261,1
N4BP2L2,MESH:D012871,1
NAA10,MESH:D000077192,1
NAA10,MESH:D004195,1
NAA15,MESH:D008607,1
NABP1,MESH:D009103,1
NACA,MESH:D001281,1
NACC1,MESH:D009369,1
NAGK,MESH:D008106,1
NAGK,MESH:D009362,1
NAGK,MESH:D011471,1
NAGLU,MESH:D008607,1
NAGLU,MESH:D009084,1
NAGLU,MESH:D011471,1
NAGS,MESH:D022124,1
NALF1,MESH:D004238,1
NAMPT,MESH:D003092,1
NAMPT,MESH:D015179,1
NAMPT,MESH:D017449,1
NAMPT,MESH:D009062,1
NAMPT,MESH:D009765,1
NAMPT,MESH:D000077195,1
NANOG,MESH:D002471,1
NANOG,MESH:D009373,1
NANOS1,MESH:D000086002,1
NANOS2,MESH:D007248,1
NANS,MESH:D001848,1
NANS,MESH:D002658,1
NANSA,MESH:D001848,1
NAP1L5,MESH:D008106,1
NAT1,MESH:D002869,1
NAT1,MESH:D064420,1
NAT1,MESH:D009369,1
NAT1,MESH:D011471,1
NAT1,MESH:D001749,1
NAT2,MESH:D001943,1
NAT2,MESH:D006528,1
NAT2,MESH:D056486,1
NAT2,MESH:D003324,1
NAT2,MESH:D004342,1
NAT2,MESH:D064420,1
NAT2,MESH:D007970,1
NAT2,MESH:D008113,1
NAT2,MESH:D000086002,1
NAT2,MESH:D009436,1
NAT2,MESH:D054198,1
NAT2,MESH:D011471,1
NAT2,MESH:D001749,1
NAT8,MESH:D008106,1
NAV2,MESH:D001281,1
NAV3,MESH:D002292,1
NAV3,MESH:D009293,1
NAXD,MESH:D018450,1
NAXD,MESH:D013274,1
NBAS,MESH:D018450,1
NBAS,MESH:D013274,1
NBEA,MESH:D001321,1
NBEA,MESH:D008106,1
NBEAL1,MESH:D003324,1
NBN,MESH:D000741,1
NBN,MESH:D009364,1
NBN,MESH:D054198,1
NBN,MESH:D011471,1
NBN,MESH:D013280,1
NCAM1,MESH:D000022,1
NCAM1,MESH:D009361,1
NCAN,MESH:D001714,1
NCAN,MESH:D001749,1
NCAPG,MESH:D000077192,1
NCAPG,MESH:D006528,1
NCAPG,MESH:D018450,1
NCAPG,MESH:D016889,1
NCAPG2,MESH:D010300,1
NCAPH,MESH:D006528,1
NCEH1,MESH:D009369,1
NCF1,MESH:D017544,1
NCF1,MESH:D001172,1
NCF1,MESH:D002471,1
NCF1,MESH:D003920,1
NCF1,MESH:D003921,1
NCF1,MESH:D000075222,1
NCF1,MESH:D006937,1
NCF1,MESH:D006973,1
NCF1,MESH:D007035,1
NCF1,MESH:D002532,1
NCF1,MESH:D007676,1
NCF1,MESH:D008180,1
NCF1,MESH:D000090862,1
NCF1,MESH:D012859,1
NCF2,MESH:D001172,1
NCF4,MESH:D003424,1
NCF4,MESH:D006331,1
NCK1,MESH:D000419,1
NCK1,MESH:D009404,1
NCK1,MESH:D011507,1
NCK2,MESH:D000419,1
NCK2,MESH:D000544,1
NCK2,MESH:D009404,1
NCK2,MESH:D011507,1
NCKAP1,MESH:D065886,1
NCKAP1L,MESH:D008106,1
NCL,MESH:D000077192,1
NCL,MESH:D004195,1
NCL,MESH:D017202,1
NCOA1,MESH:D001943,1
NCOA1,MESH:D004715,1
NCOA1,MESH:D008325,1
NCOA1,MESH:D009362,1
NCOA1,MESH:D011471,1
NCOA2,MESH:D001943,1
NCOA2,MESH:D011471,1
NCOA3,MESH:D000230,1
NCOA3,MESH:D001254,1
NCOA3,MESH:D001859,1
NCOA3,MESH:D001943,1
NCOA3,MESH:D002289,1
NCOA3,MESH:D002294,1
NCOA3,MESH:D007938,1
NCOA3,MESH:D011471,1
NCOA4,MESH:D013964,1
NCOA6,MESH:D004715,1
NCOA7,MESH:D011471,1
NCOR1,MESH:D001943,1
NCOR1,MESH:D002295,1
NCOR1,MESH:D004715,1
NCOR1,MESH:D005909,1
NCOR1,MESH:D008113,1
NCOR1,MESH:D011471,1
NCOR1,MESH:D001749,1
NCOR2,MESH:D008106,1
NCR3,MESH:D008288,1
NCSTN,MESH:D000544,1
NCX-10,MESH:D007246,1
ND1,MESH:D003921,1
ND1,MESH:D017241,1
ND4,MESH:D012559,1
ND5,MESH:D017241,1
ND6,MESH:D004198,1
ND6,MESH:D017241,1
NDC1,MESH:D015430,1
NDC80,MESH:D006528,1
NDE1,MESH:D054082,1
NDEL1,MESH:D001171,1
NDN,MESH:D001724,1
NDN,MESH:D002277,1
NDN,MESH:D015674,1
NDNF,MESH:D004715,1
NDP,MESH:D008269,1
NDP,MESH:D015861,1
NDP,MESH:D012173,1
NDRG1,MESH:D001254,1
NDRG1,MESH:D001943,1
NDRG1,MESH:D002289,1
NDRG1,MESH:D021441,1
NDRG1,MESH:D002292,1
NDRG1,MESH:D005909,1
NDRG1,MESH:D018325,1
NDRG1,MESH:D007680,1
NDRG1,MESH:D008106,1
NDRG1,MESH:D008113,1
NDRG1,MESH:D008545,1
NDRG1,MESH:D009062,1
NDRG1,MESH:D009362,1
NDRG1,MESH:D011471,1
NDRG1,MESH:D055752,1
NDRG1,MESH:D000077195,1
NDRG2,MESH:D002386,1
NDRG2,MESH:D003110,1
NDRG2,MESH:D002546,1
NDRG2,MESH:D008106,1
NDST1,MESH:D019465,1
NDST1,MESH:D005124,1
NDST1,MESH:D046152,1
NDST1,MESH:D008607,1
NDST1,MESH:D054220,1
NDST2,MESH:D011471,1
NDST4,MESH:D011471,1
NDUFA2,MESH:D018450,1
NDUFA2,MESH:D013274,1
NDUFA4L2,MESH:D001172,1
NDUFB7,MESH:D006527,1
NDUFB8,MESH:D020261,1
NDUFB8,MESH:D012871,1
NDUFB9,MESH:D015430,1
NDUFS1,MESH:D002312,1
NDUFS1,MESH:D018450,1
NDUFS1,MESH:D013274,1
NDUFS2,MESH:D009202,1
NDUFS2,MESH:D017237,1
NDUFS3,MESH:D001943,1
NDUFS3,MESH:D056486,1
NDUFS4,MESH:D001927,1
NDUFS4,MESH:D019957,1
NDUFS8,MESH:D010003,1
NDUFV1,MESH:D018450,1
NDUFV1,MESH:D010003,1
NDUFV1,MESH:D013274,1
NDUFV2,MESH:D001714,1
NDUFV2,MESH:D009202,1
NDUFV2,MESH:D017237,1
NDUFV2,MESH:D012559,1
NEAT1,MESH:D055371,1
NEAT1,MESH:D001171,1
NEAT1,MESH:D008113,1
NEAT1,MESH:D011471,1
NEBL,MESH:D001281,1
NECAME_02783,MESH:D001284,1
NECAME_02783,MESH:D003093,1
NECAME_02783,MESH:D004487,1
NECAME_02783,MESH:D009336,1
NECAME_02783,MESH:D015431,1
NECTIN1,MESH:D006561,1
NECTIN1,MESH:D006566,1
NECTIN2,MESH:D000544,1
NECTIN2,MESH:D050197,1
NECTIN2,MESH:D001943,1
NECTIN2,MESH:D060825,1
NECTIN2,MESH:D050171,1
NECTIN2,MESH:D006561,1
NECTIN2,MESH:D015470,1
NECTIN2,MESH:D008106,1
NECTIN2,MESH:D016403,1
NECTIN2,MESH:D016411,1
NECTIN2,MESH:D009103,1
NECTIN2,MESH:D009362,1
NECTIN2,MESH:D010051,1
NECTIN2,MESH:D010300,1
NECTIN2,MESH:D011471,1
NECTIN2,MESH:D012595,1
NECTIN2,MESH:D000072660,1
NECTIN2,MESH:D001749,1
NECTIN3,MESH:D000072660,1
NEDD4,MESH:D007627,1
NEDD4,MESH:D017202,1
NEDD4,MESH:D013262,1
NEDD4L,MESH:D002972,1
NEDD4L,MESH:D004715,1
NEDD4L,MESH:D006973,1
NEDD9,MESH:D009103,1
NEFH,MESH:C531617,1
NEFH,MESH:D010523,1
NEFM,MESH:D004715,1
NEGR1,MESH:D009765,1
NEIL1,MESH:D050171,1
NEIL1,MESH:D005234,1
NEIL1,MESH:D018149,1
NEIL1,MESH:D006946,1
NEIL1,MESH:D006949,1
NEIL1,MESH:D007333,1
NEIL1,MESH:D024821,1
NEIL1,MESH:D009765,1
NEIL3,MESH:D006528,1
NEK1,MESH:D000690,1
NEK2,MESH:D006528,1
NEK2,MESH:D002289,1
NEK2,MESH:D009361,1
NEK6,MESH:D008106,1
NEK7,MESH:D015430,1
NEK8,MESH:D007674,1
NEMF,MESH:D000067877,1
NES,MESH:D004830,1
NES,MESH:D009401,1
NETO2,MESH:D012468,1
NEU1,MESH:D020191,1
NEURL1,MESH:D001281,1
NEURL1,MESH:D015179,1
NEUROD1,MESH:D003921,1
NEUROD1,MESH:D003924,1
NEUROD1,MESH:D009422,1
NEXMIF,MESH:D004827,1
NEXMIF,MESH:D065886,1
NF1,MESH:D000236,1
NF1,MESH:D001254,1
NF1,MESH:D001321,1
NF1,MESH:D005354,1
NF1,MESH:D005909,1
NF1,MESH:D005910,1
NF1,MESH:D008607,1
NF1,MESH:D007859,1
NF1,MESH:D015470,1
NF1,MESH:D054429,1
NF1,MESH:D008080,1
NF1,MESH:D008545,1
NF1,MESH:D018317,1
NF1,MESH:D009442,1
NF1,MESH:D010673,1
NF1,MESH:D015861,1
NF1,MESH:D012509,1
NF2,MESH:D002292,1
NF2,MESH:D008579,1
NF2,MESH:D008654,1
NF2,MESH:D000086002,1
NF2,MESH:D010997,1
NFATC2,MESH:D003924,1
NFATC2,MESH:D006976,1
NFATC2,MESH:D009422,1
NFATC4,MESH:D056486,1
NFE2L2,MESH:D000138,1
NFE2L2,MESH:D058186,1
NFE2L2,MESH:D055371,1
NFE2L2,MESH:D000690,1
NFE2L2,MESH:D000755,1
NFE2L2,MESH:D001943,1
NFE2L2,MESH:D063646,1
NFE2L2,MESH:D006528,1
NFE2L2,MESH:D002289,1
NFE2L2,MESH:D021441,1
NFE2L2,MESH:D002294,1
NFE2L2,MESH:D002303,1
NFE2L2,MESH:D002471,1
NFE2L2,MESH:D056486,1
NFE2L2,MESH:D002779,1
NFE2L2,MESH:D001651,1
NFE2L2,MESH:D019457,1
NFE2L2,MESH:D017449,1
NFE2L2,MESH:D003928,1
NFE2L2,MESH:D004195,1
NFE2L2,MESH:D018450,1
NFE2L2,MESH:D064420,1
NFE2L2,MESH:D004646,1
NFE2L2,MESH:D004681,1
NFE2L2,MESH:D016889,1
NFE2L2,MESH:D000077277,1
NFE2L2,MESH:D005234,1
NFE2L2,MESH:D005313,1
NFE2L2,MESH:D005767,1
NFE2L2,MESH:D006333,1
NFE2L2,MESH:D048550,1
NFE2L2,MESH:D006529,1
NFE2L2,MESH:D006943,1
NFE2L2,MESH:D006965,1
NFE2L2,MESH:D006973,1
NFE2L2,MESH:D007642,1
NFE2L2,MESH:D007674,1
NFE2L2,MESH:D008103,1
NFE2L2,MESH:D008105,1
NFE2L2,MESH:D008106,1
NFE2L2,MESH:D008113,1
NFE2L2,MESH:D048629,1
NFE2L2,MESH:D009336,1
NFE2L2,MESH:D009361,1
NFE2L2,MESH:D009362,1
NFE2L2,MESH:D020258,1
NFE2L2,MESH:D065626,1
NFE2L2,MESH:D011471,1
NFE2L2,MESH:D011658,1
NFE2L2,MESH:D012878,1
NFE2L2,MESH:D013163,1
NFE2L2,MESH:D057772,1
NFE2L2,MESH:D018487,1
NFE2L2,MESH:D020257,1
NFE2L2,MESH:D014820,1
NFIC,MESH:D011471,1
NFIL3,MESH:D020178,1
NFKB1,MESH:D058186,1
NFKB1,MESH:D000230,1
NFKB1,MESH:D002545,1
NFKB1,MESH:D002471,1
NFKB1,MESH:D003110,1
NFKB1,MESH:D003924,1
NFKB1,MESH:D018883,1
NFKB1,MESH:D006959,1
NFKB1,MESH:D007676,1
NFKB1,MESH:D008105,1
NFKB1,MESH:D008107,1
NFKB1,MESH:D010048,1
NFKB2,MESH:D018883,1
NFKB2,MESH:D016410,1
NFKBIA,MESH:D001161,1
NFKBIA,MESH:D002545,1
NFKBIA,MESH:D001943,1
NFKBIA,MESH:D006528,1
NFKBIA,MESH:D006689,1
NFKBIA,MESH:D008106,1
NFKBIA,MESH:D017202,1
NFKBIA,MESH:D010190,1
NFKBIA,MESH:D011565,1
NFKBIA,MESH:D014657,1
NFKBIE,MESH:D001172,1
NFKBIE,MESH:D008106,1
NFKBIE,MESH:D008545,1
NFKBIL1,MESH:D001172,1
NFKBIZ,MESH:D008106,1
NFXL1,MESH:D056486,1
NFXL1,MESH:D002779,1
NFYA,MESH:D008175,1
NGF,MESH:D000647,1
NGF,MESH:D016535,1
NGF,MESH:D019970,1
NGF,MESH:D003556,1
NGF,MESH:D004830,1
NGF,MESH:D005921,1
NGF,MESH:D006556,1
NGF,MESH:D006930,1
NGF,MESH:D006948,1
NGF,MESH:D020244,1
NGF,MESH:D007249,1
NGF,MESH:D007676,1
NGF,MESH:D020961,1
NGF,MESH:D055370,1
NGF,MESH:D000086002,1
NGF,MESH:D009395,1
NGF,MESH:D009410,1
NGF,MESH:D009422,1
NGF,MESH:D019954,1
NGF,MESH:D019636,1
NGF,MESH:D020078,1
NGF,MESH:D010300,1
NGF,MESH:D020734,1
NGF,MESH:D010523,1
NGF,MESH:D051436,1
NGF,MESH:D012640,1
NGF,MESH:D012883,1
NGF,MESH:D013226,1
NGF,MESH:D053201,1
NGFR,MESH:D008545,1
NGFR,MESH:D009410,1
NGFR,MESH:D019636,1
NGFR,MESH:D011471,1
NGFR,MESH:D012640,1
NHLH2,MESH:D009765,1
NHLRC1,MESH:D020191,1
NHR-166,MESH:D007246,1
NHR-185,MESH:D007246,1
NIBAN1,MESH:D002779,1
NID1,MESH:D008106,1
NID1,MESH:D015430,1
NID2,MESH:D008106,1
NINJ1,MESH:D017449,1
NIPAL2,MESH:D008106,1
NIPAL3,MESH:D011471,1
NIPBL,MESH:D001848,1
NIPBL,MESH:D019465,1
NIPBL,MESH:D006311,1
NIPBL,MESH:D006330,1
NISCH,MESH:D001919,1
NISCH,MESH:D001943,1
NISCH,MESH:D007022,1
NKAPL,MESH:D012559,1
NKILA,MESH:D006528,1
NKX2-1,MESH:D002819,1
NKX2-1,MESH:D006548,1
NKX2-1,MESH:D008171,1
NKX2-1,MESH:D000077273,1
NKX2-3,MESH:D003093,1
NKX2-3,MESH:D003424,1
NKX2-5,MESH:D001281,1
NKX2-5,MESH:D006332,1
NKX2-5,MESH:D002311,1
NKX2-5,MESH:D006345,1
NKX2-5,MESH:D018636,1
NKX2-5,MESH:D009223,1
NKX2-5,MESH:D020521,1
NKX2-5,MESH:D013771,1
NKX3-1,MESH:D011471,1
NKX6-1,MESH:D003921,1
NKX6-1,MESH:D003924,1
NLG-1,MESH:D012678,1
NLGN1,MESH:D001321,1
NLGN3,MESH:D001321,1
NLGN4X,MESH:D000067877,1
NLGN4X,MESH:D001321,1
NLRC3,MESH:D006528,1
NLRC4,MESH:D004760,1
NLRC5,MESH:D008106,1
NLRP12,MESH:D002292,1
NLRP3,MESH:D000152,1
NLRP3,MESH:D055371,1
NLRP3,MESH:D000707,1
NLRP3,MESH:D020261,1
NLRP3,MESH:D001259,1
NLRP3,MESH:D003424,1
NLRP3,MESH:D004342,1
NLRP3,MESH:D005512,1
NLRP3,MESH:D017497,1
NLRP3,MESH:D007249,1
NLRP3,MESH:D007333,1
NLRP3,MESH:D009103,1
NLRP3,MESH:D020258,1
NLRP3,MESH:D011654,1
NLRP3,MESH:D017511,1
NMB,MESH:D011537,1
NMBR,MESH:D001943,1
NME1,MESH:D006528,1
NME1,MESH:D002312,1
NME1,MESH:D015179,1
NME1,MESH:D000860,1
NME1,MESH:D009361,1
NME1,MESH:D009362,1
NME2,MESH:D056486,1
NME2,MESH:D015179,1
NME2,MESH:D008654,1
NME2,MESH:D010003,1
NME2,MESH:D010051,1
NME7,MESH:D046152,1
NME7,MESH:D019966,1
NMI,MESH:D008106,1
NMNAT1,MESH:D000070642,1
NMNAT1,MESH:D008268,1
NMNAT1,MESH:D019954,1
NMNAT1,MESH:D012162,1
NMNAT1,MESH:D014855,1
NMNAT3,MESH:D011085,1
NMT2,MESH:D010048,1
NNAT,MESH:D002289,1
NNAT,MESH:D009447,1
NNMT,MESH:D006528,1
NOCT,MESH:D008106,1
NOD1,MESH:D009422,1
NOD2,MESH:D000152,1
NOD2,MESH:D003093,1
NOD2,MESH:D003424,1
NOD2,MESH:D003872,1
NOD2,MESH:D017497,1
NOD2,MESH:D015212,1
NOD2,MESH:D017511,1
NOL3,MESH:D028361,1
NOL8,MESH:D011471,1
NOM1,MESH:D016403,1
NONO,MESH:D018149,1
NONO,MESH:D009396,1
NOP16,MESH:D008113,1
NOP16,MESH:D011230,1
NOP53,MESH:D011085,1
NOP56,MESH:D000077192,1
NOP56,MESH:D004195,1
NOP56,MESH:D018450,1
NOP56,MESH:D020754,1
NOP56,MESH:D013274,1
NOP58,MESH:D000077192,1
NOP58,MESH:D004195,1
NOP9,MESH:D001943,1
NORAD,MESH:D001943,1
NOS1,MESH:D019969,1
NOS1,MESH:D002526,1
NOS1,MESH:D003866,1
NOS1,MESH:D003922,1
NOS1,MESH:D058625,1
NOS1,MESH:D005334,1
NOS1,MESH:D006501,1
NOS1,MESH:D006930,1
NOS1,MESH:D000860,1
NOS1,MESH:D001523,1
NOS1,MESH:D009021,1
NOS1,MESH:D009410,1
NOS1,MESH:D009422,1
NOS1,MESH:D019954,1
NOS1,MESH:D010300,1
NOS1,MESH:D011833,1
NOS1,MESH:D012559,1
NOS1,MESH:D012640,1
NOS1,MESH:D013226,1
NOS1,MESH:D020196,1
NOS1,MESH:D014555,1
NOS1,MESH:D020257,1
NOS2,MESH:D058186,1
NOS2,MESH:D015535,1
NOS2,MESH:D001249,1
NOS2,MESH:D050197,1
NOS2,MESH:D001321,1
NOS2,MESH:D001929,1
NOS2,MESH:D000070642,1
NOS2,MESH:D002545,1
NOS2,MESH:D001943,1
NOS2,MESH:D001982,1
NOS2,MESH:D002056,1
NOS2,MESH:D018376,1
NOS2,MESH:D002471,1
NOS2,MESH:D018281,1
NOS2,MESH:D015209,1
NOS2,MESH:D002779,1
NOS2,MESH:D001651,1
NOS2,MESH:D003092,1
NOS2,MESH:D003110,1
NOS2,MESH:D003921,1
NOS2,MESH:D003924,1
NOS2,MESH:D004381,1
NOS2,MESH:D004646,1
NOS2,MESH:D019446,1
NOS2,MESH:D020345,1
NOS2,MESH:D004938,1
NOS2,MESH:D005923,1
NOS2,MESH:D006333,1
NOS2,MESH:D048550,1
NOS2,MESH:D006529,1
NOS2,MESH:D006930,1
NOS2,MESH:D006940,1
NOS2,MESH:D006973,1
